#{"t_start": 1591393951.959701, "env_id": null}
r,l,t
-1127.670374,301,419.119741
-18038.602422,1404,420.886795
-140015.529542,2492,423.992027
-13450.823616,1724,426.155085
-8541.488363,1159,427.648054
-37969.157545,913,428.772382
-6597.221367,523,429.429265
-18628.045588,1127,430.887331
-6669.309698,773,431.912561
-13567.008054,652,432.770596
-13455.851067,1156,434.25512
-31602.685335,2861,437.978895
-6862.543062,660,438.85225
-6757.645317,996,440.173804
-4029.152325,842,441.283633
-44435.511126,1112,442.710972
-130134.93044,3797,447.753157
-30618.041574,1125,449.255241
-22442.459185,1928,451.781436
-1135.791634,693,452.66312
-17783.817902,714,453.649192
-19969.354135,916,454.825937
-3444.855222,870,455.988607
-2015.287852,666,456.871704
-4750.070552,1769,459.258458
-2166.503143,501,459.949725
-111032.82254,3015,464.049222
-34377.270897,1065,465.541589
-6916.820903,796,466.609139
-19999.620695,677,467.511476
-20449.520937,1148,469.079741
-13257.182107,846,470.245295
-43745.758783,3775,475.340861
-64777.305522,2220,478.365567
-116354.600011,4285,484.136736
-68297.792784,2380,487.45273
-4166.622759,1129,488.967945
-12677.090112,1359,490.842086
-5909.235577,836,491.974102
-50095.032317,2750,495.656147
-81004.42213,4269,501.410847
-16380.79084,1760,503.814582
-29636.089287,2722,507.547326
-55857.837719,1776,509.954919
-10695.906356,578,510.758805
-45249.941595,3459,515.402901
-2114.6275,999,516.799935
-3081.1732,1101,518.266624
-30529.673343,1662,520.497019
-7623.951351,1276,522.245497
-1343.515678,442,522.876908
-7213.982125,657,523.739573
-68091.050107,3601,528.600379
-46886.018362,2206,531.666601
-94239.170884,4682,538.030677
-2835.551615,730,539.024483
-15054.927016,596,539.839733
-1066.699114,554,540.583939
-9931.536506,702,541.549051
-389.492499,187,541.792057
-22408.583923,917,543.003866
-10133.433234,601,543.826747
-8469.434236,535,544.556715
-17387.984988,816,545.692932
-8415.920086,687,546.592346
-19145.185489,1072,548.036677
-4463.986989,848,549.189947
-20803.332021,646,550.065186
-1857.385194,599,550.897403
-5009.830833,586,551.666676
-5036.147269,789,552.759298
-720.948244,423,553.342263
-4216.649323,1218,554.978576
-525.912227,118,555.147212
-3642.802125,842,556.302327
-14661.167667,1311,558.050529
-10962.878636,722,559.124333
-12652.880768,710,560.06952
-4865.607421,833,561.208766
-8140.168113,648,562.100104
-73163.389261,2474,565.39213
-34503.017102,970,566.745992
-26341.027278,1404,568.62689
-40898.985676,1302,570.373951
-5747.201935,415,570.962389
-5781.846842,576,571.757485
-13791.667694,698,572.661166
-2702.060272,779,573.727286
-37532.33767,2433,577.002114
-9601.067141,911,578.238906
-3969.515246,1009,579.609065
-44338.269504,1263,581.310779
-1047.760816,276,581.710694
-6092.16125,708,582.673393
-27902.891582,2097,585.525869
-680.68179,177,585.804055
-69040.862643,1985,588.518233
-4152.234211,659,589.444895
-1424.629541,157,589.656841
-11697.352954,798,590.815784
-10575.259246,1128,592.377751
-51760.427828,1256,594.126291
-38833.155758,1991,596.937728
-73300.475733,1683,599.278657
-8305.671897,1262,601.084693
-84667.503352,5001,608.049908
-29512.029962,3253,612.67903
-37702.451331,4151,618.519487
-10476.200849,1993,621.316601
-131.911785,49,621.411507
-579.735141,254,621.767267
-84989.187174,5001,628.749772
-64245.779799,4127,634.588733
-120986.376773,5001,641.633537
-68784.619037,5001,648.824046
-141967.250883,5001,656.428298
-95326.484236,5001,664.220085
-2169.157768,422,665.002111
-77561.72297,4511,672.76785
-35086.634026,2002,676.271547
-64463.195103,5001,685.519037
-97172.896517,5001,695.169633
-45208.722772,3816,702.977797
-696.40514,242,703.506687
-10599.01699,1704,707.000108
-18690.539086,2504,712.038544
-23308.484684,2880,717.959788
-563.757873,102,718.141278
-412.497286,303,718.808619
-106.925517,43,718.876193
-1505.185351,282,719.43037
-11194.44089,1151,721.750266
-23224.331882,2952,727.955499
-992.021154,288,728.643241
-30090.8133,3352,735.870607
-29409.919964,3614,743.616959
-1159.707321,343,744.408065
-91319.986114,4702,754.454709
0.998,1,754.509902
-25091.692828,3112,761.22757
-47581.724896,4646,771.150961
0.998,1,771.195341
-8886.435408,1197,773.79365
-35732.938349,2688,779.551438
-130.665728,246,780.048448
-36131.141618,4085,788.775519
-1372.82566,527,789.93755
-9254.211467,1822,793.969312
-2125.031383,762,795.617694
-888.374151,317,796.274609
-16344.900546,2701,801.959756
-9431.831745,996,804.009504
-14495.06441,2879,809.787685
-10128.675303,1574,813.062165
-31899.188951,3312,819.773519
-1506.236175,821,821.435644
-13014.13463,2410,826.373058
-15266.988535,2010,830.569829
0.998,1,830.595976
-4023.678692,1564,833.751487
-137.71607,215,834.205024
-74222.881765,5001,844.330096
-70246.532708,5001,854.46365
-127.357446,47,854.587487
-37625.067926,3618,861.976489
-56090.810124,5001,872.099419
-36190.343712,3426,879.095134
-87585.468458,5001,889.313597
-524.931195,121,889.611438
-68369.301425,5001,899.704528
-3733.750636,1370,902.546827
-48210.213867,2171,907.068661
-64601.162742,4993,917.869347
-59760.735841,5001,928.562772
-48508.979787,4629,938.477693
-56011.265245,5001,948.99323
-42448.267164,5001,958.802827
-227.442893,54,958.985163
-838.05724,504,959.938992
-1855.02136,986,961.786457
-44695.231861,5001,971.290758
-6099.789378,1507,974.119507
-14991.060844,1892,977.631664
-25691.621248,3545,984.239631
-19689.468853,2470,989.00959
-57453.613528,5001,998.807974
-57679.730451,5001,1009.047441
-33409.32131,3970,1017.153578
-47052.362841,4214,1026.136543
-88551.23578,5001,1036.866597
-50841.223493,5001,1047.561031
-90870.414929,3630,1055.308356
-107141.654214,3898,1063.485144
-104016.620641,2117,1067.805972
-5520.904075,1087,1069.988893
-18945.596319,977,1071.899214
-20118.428587,972,1073.754276
-6109.232783,983,1075.694626
-34826.025827,1046,1077.714537
-9325.177175,737,1079.146942
-12115.849776,1060,1081.19009
-2360.815187,859,1082.887481
-5135.15506,790,1084.424587
-23611.975003,987,1086.368716
-3848.696645,778,1087.890327
-29883.016485,1166,1090.150879
-10772.220028,851,1091.888586
-52910.142773,4830,1101.439589
-23094.610933,664,1102.814316
-17567.15203,846,1104.565717
-23333.266529,2273,1109.19511
-24025.918875,1473,1112.165359
-28462.861217,1958,1116.17527
-14045.991768,855,1117.902142
0.998,1,1117.911264
-10455.942911,1396,1120.864768
-4005.154246,867,1122.819927
-8306.577764,651,1124.228941
-80581.223361,1660,1127.855341
-3630.980218,761,1129.542976
-6643.940815,665,1130.989553
-19294.648909,680,1132.510915
-8550.084341,610,1133.782957
-8367.553484,2085,1138.302163
-1772.29975,170,1138.668837
-6385.601812,642,1140.049054
-5814.185912,687,1141.501483
-444.869399,83,1141.706354
-3716.375178,914,1143.655545
-3420.723511,736,1145.242139
-5525.64125,1306,1148.037047
-8343.156547,806,1149.746371
-9538.405307,706,1151.30213
-1821.967007,956,1153.323273
-10061.517897,703,1154.882642
-12344.616544,766,1156.520317
-9373.482113,880,1158.402535
-2456.395966,870,1160.220447
-12765.858419,750,1161.841332
-7948.248574,1895,1165.911139
-26792.799738,1074,1168.269859
-17602.517312,723,1169.798811
-57716.673249,1601,1173.347724
-22312.779319,1438,1176.439001
-10813.474919,685,1177.889719
-12653.390893,864,1179.758735
-15663.856072,1403,1182.780102
-19794.430127,768,1184.436954
-14643.694583,617,1185.773548
-2618.592984,1095,1188.081521
0.998,1,1188.093427
-3690.973367,1106,1190.496572
-2958.577998,698,1191.984391
-10416.179271,758,1193.620648
-2581.712171,659,1195.078752
-3795.61223,1322,1197.915572
-578.021039,285,1198.520662
-10298.405255,749,1200.141165
-2018.49023,565,1201.326217
-35185.201646,5001,1212.122405
-3029.777747,615,1213.493908
-9585.818466,1122,1215.922837
-584.642796,461,1216.950214
-2458.485988,1109,1219.282048
-7975.180343,675,1220.770262
-2539.911617,725,1222.291924
-5366.205533,817,1224.077513
-4537.307922,970,1226.136435
-18698.923579,3725,1234.126748
-19686.289447,3178,1241.065079
-1684.428673,613,1242.421694
-249.342128,68,1242.536097
-1386.184824,675,1244.043856
-1425.9993,714,1245.504517
-7674.685975,1272,1248.136921
-1119.673148,105,1248.371785
-5494.648028,967,1250.380437
-16173.654535,2005,1254.556131
-26819.502219,3876,1262.480171
-13877.643909,2995,1268.68666
-8479.97456,2102,1272.980139
-13703.247683,2737,1278.639362
-23201.463345,1459,1281.715622
-31461.064869,2309,1286.454187
-866.634258,342,1287.195247
-551.390882,319,1287.817575
-4517.079627,955,1289.817176
-17039.004623,1661,1293.244472
-6271.215464,1864,1297.035268
-9888.492873,1772,1300.696464
-1533.482452,794,1302.308007
-36833.943339,1671,1305.728763
-19490.213803,3650,1313.345669
-6397.818538,1121,1315.679294
-3091.266246,1181,1318.106961
-4203.27266,1388,1320.969765
-8972.723268,2076,1325.215959
-4789.829302,913,1327.116217
-16744.647504,2906,1333.146723
-4626.584152,1550,1336.365923
-7989.122876,1760,1340.167933
-4562.681907,1048,1342.336812
-19104.737716,2534,1347.571987
-10029.764799,2672,1353.223366
-3808.636748,648,1354.641599
-5038.611989,1257,1357.331304
-6186.988577,1647,1360.926156
-2533.017648,1130,1363.41278
-5141.10317,1426,1366.549684
-18252.965562,2171,1371.316533
-13518.158906,2507,1376.781201
-3005.227011,1141,1379.294519
-9907.039135,1978,1383.65798
-41597.799741,2869,1389.96975
-15709.683128,1800,1393.890998
-14767.733458,1405,1396.947927
-2874.356181,852,1398.76755
-24447.86897,1393,1401.788125
-5891.971246,1370,1404.793398
-2232.692085,347,1405.59133
-26363.185654,1872,1409.636206
-22003.119837,2286,1414.626604
-15927.157548,2203,1419.487934
-597.040199,334,1420.248817
-5797.727132,1303,1423.048262
-322.652527,66,1423.230953
-5261.851985,1370,1426.143519
-21968.363689,1413,1429.217878
-9212.410678,668,1430.717728
-1996.052768,561,1431.931468
-3033.935155,615,1433.275501
-33228.008716,1343,1436.158872
-46144.398787,2012,1440.514981
-2055.101331,536,1441.691388
-1122.243688,677,1443.144631
-9580.850579,583,1444.43945
-23318.256413,1396,1447.451785
-2967.693587,817,1449.195168
-932.572453,107,1449.447031
-974.831803,94,1449.658998
-2018.459635,751,1451.19219
-2929.011551,1034,1453.299499
-1448.816316,599,1454.480557
-1814.977715,588,1455.723496
-9299.670227,1700,1459.230468
-10378.820532,1846,1463.188564
-10728.275216,1288,1465.848133
-2079.019117,725,1467.320061
-2523.983492,656,1468.705827
-2283.272469,652,1470.052038
-17325.894568,1681,1473.508721
-3401.218736,588,1474.682612
-1511.016129,737,1476.213959
-2169.739872,708,1477.69277
-711.265341,528,1478.775722
-11018.776931,1697,1482.23566
-19802.713598,1423,1485.130245
-757.606285,542,1486.22321
-11892.338372,2692,1491.677946
-2388.634454,620,1492.978986
-3717.011927,1594,1496.290126
-4095.759337,856,1498.024093
-12554.101468,2672,1503.604833
-41191.616035,1674,1507.045971
-3627.104614,692,1508.514129
-1261.623215,663,1509.845749
-2098.301198,697,1511.238336
-17966.585428,1505,1514.329303
-841.855331,103,1514.574811
-7727.554666,1890,1518.428676
-973.589049,628,1519.734289
-102.609435,39,1519.809939
-59.544117,88,1520.00457
-4587.584244,1228,1522.374462
-22603.857387,1997,1526.31452
-5556.14729,1397,1529.023542
-20599.34623,2021,1532.967564
-5767.355537,956,1534.827417
-12736.668018,2056,1538.887512
-3531.629926,878,1540.609401
-8231.764692,1286,1543.098721
-16800.351295,1262,1545.573338
-3547.483346,526,1546.599351
-6700.384155,1423,1549.341444
-2320.563343,924,1551.139395
-684.625169,233,1551.614239
-777.629314,424,1552.425698
-5833.959739,602,1553.615171
-773.158313,138,1553.919464
-809.495076,266,1554.436315
-6191.89658,728,1555.880931
-3246.674947,424,1556.701592
-27497.037287,2453,1561.519607
-36736.818699,1377,1564.252805
-600.281431,493,1565.224639
-9815.60679,1248,1567.698281
-17079.325482,1128,1569.992926
-1811.028675,306,1570.624838
-14806.643467,1902,1574.541996
-219.298665,222,1575.029027
-7920.684306,1417,1578.029606
-21119.212044,1099,1580.250538
-49806.16799,2072,1584.511403
-24422.149221,1728,1588.12233
-20827.283079,1556,1591.314471
-19812.732329,2339,1596.097443
-970.778022,377,1596.914847
-4714.759319,1568,1600.355375
-1052.287586,558,1601.571503
-25924.486766,1638,1605.116575
-29681.192558,1940,1609.3106
-12680.441112,1802,1613.308462
-454.738345,173,1613.675389
-13525.904417,2220,1618.524742
-15009.931174,1604,1621.958124
-27798.541286,2346,1627.092715
-10530.137932,826,1628.872038
-1331.51027,496,1629.959323
-4052.096429,1020,1632.163476
-11084.621361,1300,1634.967287
-1798.486044,222,1635.473179
-22829.199788,2196,1640.222836
0.998,1,1640.245664
-2334.518355,394,1641.09223
-661.939586,254,1641.643253
-2705.79687,769,1643.244219
-5571.671697,1434,1646.169072
-5638.098406,643,1647.588451
-5288.886917,1051,1649.729243
-10989.00609,1117,1652.046159
-3309.570102,507,1653.11369
-27.737333,123,1653.379576
-468.622134,201,1653.814027
-7033.805538,1051,1655.985119
-908.677684,586,1657.177336
-1979.872492,1014,1659.283072
-2646.230184,577,1660.494326
-1879.835154,962,1662.447352
-1382.795461,455,1663.467833
-250.345052,113,1663.720226
-1969.875803,942,1665.640513
-4707.456765,1009,1667.778485
-788.869853,254,1668.311212
-989.845,675,1669.727524
-3638.926568,754,1671.294733
-2790.621946,354,1672.065026
-222.278263,96,1672.276707
-386.135193,206,1672.661585
-2390.923586,639,1673.993264
-3453.914738,1666,1677.428564
-1097.350626,280,1678.020014
-9153.94562,1306,1680.770457
-279.493504,180,1681.132584
-84.485638,220,1681.603562
-2016.33897,856,1683.332876
-994.368777,638,1684.645403
-1686.693819,240,1685.145553
-285.355989,66,1685.313707
-48.956864,68,1685.416853
-4730.082325,1096,1687.706234
-4840.090354,1524,1690.859985
-1272.051503,648,1692.197066
-530.110844,150,1692.494413
-415.171653,106,1692.724369
-8726.912584,767,1694.379537
-512.830232,223,1694.857198
-1765.038523,605,1696.033362
-2511.250155,935,1698.011239
-2689.31506,1053,1700.187675
-391.334609,271,1700.76864
-4942.034849,390,1701.575079
-669.59382,591,1702.826895
-30241.869697,1972,1706.869972
-2520.25733,898,1708.727278
-2069.36411,800,1710.356321
-1057.219473,455,1711.332247
-1910.807775,474,1712.30243
-3795.341955,632,1713.613676
-5811.948151,1054,1715.794047
-1836.74191,413,1716.62015
-997.688119,298,1717.237818
-2225.529663,430,1718.159467
-2213.220815,532,1719.26292
-3102.634848,1373,1722.120596
-1945.935717,569,1723.299488
-138.741332,48,1723.376748
-1103.100665,209,1723.826311
-1066.210383,455,1724.787245
-5449.629382,1056,1727.004301
-470.769963,521,1728.146475
-907.393104,566,1729.321486
-9001.890509,2285,1734.082842
-834.915462,270,1734.645336
-134.843894,216,1735.122127
-564.479697,609,1736.385833
-3992.394987,587,1737.560659
-1766.402349,632,1738.898331
-326.992733,175,1739.385027
-2898.105279,718,1740.870298
-782.177063,372,1741.639753
-1807.267669,554,1742.776924
-2756.953092,916,1744.756106
-544.51589,201,1745.139602
-9117.233272,876,1746.963059
-13281.187189,1231,1749.523214
-3525.724784,404,1750.359449
-3217.772565,448,1751.273441
-1246.395911,343,1751.993802
-3118.392336,511,1753.057724
-1870.423285,392,1753.859308
-3115.008313,798,1755.491814
-3437.280533,629,1756.841571
-1996.536074,394,1757.665819
-6846.903964,602,1758.951958
-101.504756,34,1759.009294
-957.167264,569,1760.220355
-6711.369143,779,1761.871195
-1615.106217,603,1763.167632
-1355.003573,301,1763.788082
-91.721125,34,1763.841628
-2854.794489,589,1765.073952
-2477.919372,502,1766.133095
-1243.371301,319,1766.767266
-4072.033499,531,1767.884354
-8616.524614,1474,1770.955589
-1314.14236,337,1771.623671
-65.159596,178,1772.02971
-11668.009442,2308,1776.735078
-66.53207,164,1777.06911
-4517.806722,1554,1780.233866
-3720.272805,511,1781.288256
-547.258555,229,1781.799965
-508.555977,186,1782.208718
-2850.131019,580,1783.374823
-5480.065972,1504,1786.502974
-2684.315458,507,1787.634288
-31010.773641,1940,1791.603635
-2811.602781,663,1792.968632
-1684.820307,590,1794.215237
-3117.1942,645,1795.540673
-233.433105,273,1796.100778
-2341.957884,484,1797.098479
-1209.791442,261,1797.631979
-414.530128,112,1797.862463
-568.809096,478,1798.797493
-1944.870806,684,1800.23943
-2881.349359,516,1801.320456
-3147.636516,676,1802.693511
-474.918122,307,1803.301734
-1158.493948,255,1803.832573
-4253.004682,1086,1806.086934
-568.159937,359,1806.840523
-93.374663,159,1807.164459
-5507.770583,403,1807.970285
-367.340945,249,1808.50164
-5719.929629,777,1810.088045
-1377.460427,391,1810.898398
-2017.921932,528,1811.976305
-575.620214,229,1812.465002
-1934.073285,605,1813.734771
-237.203774,132,1814.01037
-1291.79469,423,1814.874337
-4144.490413,552,1815.986394
-199.319185,205,1816.442796
-44438.660331,2350,1821.269568
-1991.200327,596,1822.530205
-7615.846196,878,1824.361627
-7805.932821,1019,1826.460491
-205.807912,134,1826.737109
-3857.579677,676,1828.121882
-2380.434448,776,1829.732172
-4100.848746,1856,1833.608841
-11939.199307,1179,1836.048858
-18308.010061,1275,1838.713142
-210.225075,333,1839.366581
-2758.185238,429,1840.308915
-2327.559364,824,1842.068813
-2986.027558,549,1843.247806
-226.565707,234,1843.68633
-3541.329612,1060,1845.913684
-3884.879722,524,1846.982225
-193.772727,193,1847.351596
-2325.488718,633,1848.650284
-1478.461945,576,1849.868774
-2402.237572,525,1850.956251
-4688.678223,326,1851.589753
-4790.870733,881,1853.432994
-3056.750356,1107,1855.770826
-26608.861136,1998,1860.129824
-8983.259913,1289,1862.967738
-4262.477965,1036,1865.220078
-3247.047863,420,1866.131176
-1309.641799,719,1867.718352
-846.855048,393,1868.579292
-149.714905,91,1868.730851
0.998,1,1868.734048
-17832.198024,1244,1871.456823
-1550.272112,379,1872.31126
-1750.886645,648,1873.711402
-3221.280114,750,1875.36377
-7333.157452,1111,1877.817597
-14270.782425,967,1879.888104
-1841.175717,661,1881.336755
-34.203398,136,1881.631815
-23459.193425,1725,1885.43327
-2121.794598,587,1886.672618
-4739.325183,1403,1889.844255
-6689.909854,1368,1892.859692
-5427.194974,1203,1895.516908
-2536.255195,755,1897.119604
-8650.451214,1157,1899.65147
-2320.205192,684,1901.202301
-5239.361996,1064,1903.508404
-29092.083902,2444,1908.799354
-7693.085724,1174,1911.342545
-4282.55489,836,1913.213445
-2973.155775,862,1915.107194
-1692.12509,722,1916.645404
-2889.726352,830,1918.493685
-2359.648699,958,1920.562943
-21295.19816,3029,1927.193711
-13681.367749,2626,1932.991482
-7339.89807,1588,1936.504354
-2959.931961,671,1937.974208
-87334.377699,5001,1948.954156
-5924.89353,1428,1952.301422
-2143.129416,246,1952.889339
-51129.322675,2838,1959.423211
-14418.220948,1988,1964.06181
-3537.285087,1105,1966.735526
-377.701979,120,1967.038886
-458.447243,245,1967.531072
-2221.074927,527,1968.783313
-1774.691252,390,1969.675822
-7449.277159,868,1971.623593
-5748.722094,760,1973.385797
-2067.076726,570,1974.743845
-25883.15899,1344,1977.81447
-700.971004,564,1979.170655
-1389.671432,574,1980.449344
-8560.378974,1235,1983.325814
-5533.146054,709,1984.924825
0.998,1,1984.934461
-3054.13705,600,1986.352502
-2915.962032,295,1987.01896
-7710.967091,564,1988.370416
-576.631819,84,1988.521569
-1201.250472,589,1989.904876
-2221.349877,610,1991.339118
