#{"t_start": 1591458561.713956, "env_id": null}
r,l,t
-115195.878416,4531,803.683001
-69174.325005,2923,807.512355
-93326.439328,7001,816.51377
-85344.141953,5043,823.082015
-29465.789069,2146,825.882925
-230294.755288,7001,834.972782
-200639.851675,7001,844.088332
-182167.707348,7001,853.10221
-177650.455607,4904,859.322571
-5510.770148,852,860.381242
-22906.433813,1700,862.488414
-9052.302164,350,862.926198
-24566.904653,1492,864.784106
-152.846559,52,864.846807
-68314.968986,3508,869.201396
-149370.744572,4259,874.459158
-121665.035436,3293,878.645576
-58408.480555,2368,881.564132
-67684.270888,2943,885.254623
-18479.89111,1269,886.832713
-164276.529339,3363,890.992468
-103770.143636,3053,894.802562
-25837.808162,1738,897.053389
-45198.458609,2176,899.727691
-30785.8387,1265,901.336251
-49996.754109,1675,903.394015
-5394.180091,883,904.507108
-55222.081153,2141,907.131185
-18125.647094,1974,909.59444
-126873.200117,7001,918.316038
-3266.032382,866,919.441112
-73068.978188,1682,921.576959
-66310.754945,1691,923.796066
-95949.167688,6311,931.854765
-33333.216739,2369,934.941979
-51369.106921,3916,940.043336
-41294.240813,3118,944.06032
-14755.624965,1311,945.762014
-23034.910476,1551,947.742853
-24184.11278,1415,949.575008
-19982.107756,1502,951.513618
-51941.362421,2555,954.786294
-24409.56327,2996,958.69779
-21640.035099,1723,960.912684
-98623.633917,7001,969.878317
-92860.112778,3011,973.817229
-59896.816973,3403,978.238117
-64888.160755,2727,981.743236
-38132.65228,1713,983.975094
-26486.776804,2320,986.951168
-46083.332768,2455,990.108024
-14137.806325,1324,991.808942
-11218.7958,909,993.012021
-39461.385112,3753,997.88665
-33358.333985,2296,1000.847622
-47417.280043,4594,1006.728113
-8501.168098,1318,1008.421068
-57359.165905,2392,1011.514068
-40059.96935,3147,1015.607226
-25415.381511,1717,1017.899964
-30375.824438,2589,1021.20875
-68724.006504,4681,1027.249081
-78169.757916,7001,1036.101266
-54932.94783,2901,1039.739101
-342870.980841,7001,1048.479702
-19746.249179,3384,1052.702716
-44524.971366,2012,1055.212711
-15297.969985,2211,1057.92938
-79863.938784,5382,1064.601048
-56175.387097,3958,1069.63529
-6665.423753,1133,1071.045894
-42406.99383,2918,1074.763973
-65374.855166,2041,1077.387349
-16070.252895,2125,1080.124456
-3080.069377,731,1081.084007
-12276.204744,1270,1082.7158
-8280.342049,1537,1084.690077
-30346.101052,1044,1086.027595
-18453.657209,1029,1087.426161
-33575.196003,1536,1089.394127
-29446.194599,3230,1093.511713
-27364.231303,3268,1097.764204
-13213.552247,1164,1099.266266
-13736.543428,1524,1101.231512
-20212.123255,1107,1102.633048
-1715.862789,635,1103.474681
-46853.216626,2138,1106.23524
-25848.130678,1529,1108.267777
-13692.886029,1113,1109.694195
-16809.475173,1321,1111.37892
-15530.422171,1635,1113.500851
-8626.692477,1139,1114.98299
-18813.531146,1492,1116.867192
-13296.808422,2841,1120.56707
-8683.279304,1047,1121.941557
-15219.259527,1342,1123.687263
-6069.259744,1053,1125.089148
-24355.285655,1247,1126.767628
-12628.05569,955,1128.080265
-13440.507777,1537,1130.199248
-19713.106493,1178,1131.80282
-11400.777076,2171,1134.722538
-17617.381563,2053,1137.491554
-9968.350853,1587,1139.636727
-25592.848299,1730,1142.002764
-60487.77388,2733,1145.676595
-6410.147623,1799,1148.113316
-44373.648055,5162,1155.173361
-14779.054517,2637,1158.691069
-19134.180526,1099,1160.199629
-15612.921347,1556,1162.294379
-9834.779895,962,1163.578405
-804.399475,185,1163.848814
-19049.326744,3552,1168.629536
-13728.398968,2192,1171.635341
-4549.870593,1596,1173.784198
-45127.300479,1706,1176.091705
-94558.880752,5353,1183.293414
-118850.153349,5064,1190.143529
-231547.490711,4662,1196.273142
-326051.610779,7001,1205.28222
-187344.21815,4748,1211.494477
-5749.454651,618,1212.3073
-29964.412051,1897,1214.766137
-12063.110382,1466,1216.627101
-39054.99202,1962,1219.188507
-6299.902643,1396,1220.947996
-26393.414651,2078,1223.636219
-72873.879083,2695,1227.100933
-113946.152162,3822,1232.072111
-107157.749459,2450,1235.226334
-127162.840531,2602,1238.54009
-99026.507238,4216,1243.973851
-29995.043391,1647,1246.129068
-57911.879657,5463,1253.205047
-11047.827994,1401,1255.005673
-20017.22953,1411,1256.833782
-6444.410726,1380,1258.639924
-12712.796125,1302,1260.305391
-30026.24723,2016,1262.891296
-7759.191916,1702,1265.074537
-29838.410396,1329,1266.792814
-21220.541216,1201,1268.398076
-189.5964,72,1268.52929
-16925.344252,689,1269.408465
-17007.72103,1702,1271.601873
-1507.863372,598,1272.381757
-17861.676689,2574,1275.684746
-23523.256709,2251,1278.588732
-3221.757845,262,1278.933501
-55222.503014,4159,1284.253676
-8102.367462,1535,1286.297214
-21776.191535,1816,1288.671422
-4797.491404,1388,1290.410704
-49458.798465,3676,1295.137967
-5798.058541,1614,1297.234854
-4510.381562,1442,1299.092726
-55094.745321,2948,1302.882707
-54434.71476,2000,1305.528037
-54071.157213,2162,1308.33357
-18919.911913,3086,1312.281941
-17766.16913,1349,1313.996556
-42154.675652,2680,1317.448119
-19831.871867,1747,1319.708757
-25700.265047,2144,1322.484487
-5921.037258,718,1323.391926
-524.542237,189,1323.659471
-5857.511531,679,1324.547159
-35227.016367,2926,1328.411602
-25798.066635,1740,1330.659114
-26075.650335,2359,1333.768381
-18106.798454,1467,1335.639276
-7386.934203,1515,1337.616785
-14699.564776,1565,1339.656935
-9129.021913,1074,1341.069428
-31451.35636,4411,1346.771462
-3528.047573,1502,1348.788284
-10162.403405,1979,1351.330863
-12100.27294,1405,1353.149
-13851.335772,1413,1354.977088
-45520.205029,3284,1359.243327
-204586.386765,6197,1367.272053
-35462.100239,3009,1371.303716
-67339.001438,2695,1374.918943
-7894.522736,1636,1377.113846
-6962.719051,1016,1378.503144
-54614.516394,2267,1381.502568
-8572.727804,641,1382.361207
-12364.102999,1753,1384.715145
-11575.53442,2316,1387.882998
-14381.999473,1591,1390.021808
-34407.5892,1419,1391.921455
0.998571,1,1391.931059
-13406.771856,1827,1394.333225
-15055.176096,2386,1397.514956
-35963.921262,2210,1400.464921
-609.017388,82,1400.612835
-5952.845124,1389,1402.43756
-16336.763798,1925,1405.037537
-18572.443244,1651,1407.217834
-19852.3123,1679,1409.569008
-29465.519034,1592,1411.670416
-13392.924612,1371,1413.525387
-2994.741392,1046,1414.914355
-19292.662805,1198,1416.501765
-11683.222984,1306,1418.234655
-11679.93117,1001,1419.578581
-22965.477607,1355,1421.418253
-30932.946589,1660,1423.577722
-109029.018748,3737,1428.361851
-7617.357933,1011,1429.700654
-7965.933827,1159,1431.205393
-41429.980674,1612,1433.35015
-11959.432585,1083,1434.74534
-23833.322325,1645,1436.853601
-24595.594742,1541,1438.811298
-6611.357555,1333,1440.535931
-94758.663187,4516,1446.360868
-35039.378192,1587,1448.405482
-9493.544783,1289,1450.079777
-21828.9842,1354,1451.868021
-15104.696568,1459,1453.723901
-8174.992269,1582,1455.865219
-20949.072731,2012,1458.496156
-18254.23801,3872,1463.484548
-18618.693556,1472,1465.431615
-42437.01792,2356,1468.456553
-161826.929941,7001,1477.526586
-40383.948035,2619,1480.89453
-11383.887682,1507,1482.845905
-1522.876774,626,1483.681809
-33621.357315,2051,1486.315549
-5187.006865,927,1487.537348
-80764.3751,4579,1493.515634
-148818.398687,6201,1501.514556
-12053.442262,1558,1503.612002
-63466.343165,4083,1509.04488
-849.166459,390,1509.604259
-5904.091609,1258,1511.251832
-10758.727634,3023,1515.383151
-126138.35963,6695,1524.303275
-96712.460218,5736,1532.071841
-8812.642073,1674,1534.334393
-163473.506058,3789,1539.433759
-58139.555816,3969,1544.714078
-249195.502045,7001,1554.231291
-128615.024325,5987,1562.144815
-63528.838729,6215,1570.276501
-196925.975656,5126,1576.881584
-78107.225683,3358,1581.21509
-200970.336779,4907,1587.61775
-91581.559719,6848,1596.37391
-242369.164539,7001,1605.493004
-136848.081975,7001,1614.546452
-81220.986874,3366,1618.994474
-86868.02057,3884,1623.995156
-75601.826764,2773,1627.652093
-40504.546262,3445,1632.253888
-24498.987444,2261,1635.261488
-81906.700826,4629,1641.431183
-1690.261437,314,1641.895864
-29651.060961,2488,1645.278156
-78575.979668,3012,1649.302233
-5922.979883,1389,1651.187588
-23144.101914,1892,1653.71286
-24784.199539,2540,1657.04517
-58601.065495,7001,1666.424734
-10238.139284,1602,1668.659726
-13796.605299,2053,1671.390671
-47211.521434,3790,1676.428846
-176577.756506,7001,1685.741369
-38687.471986,2767,1689.346643
-38179.230421,3223,1693.500318
-1518.790811,502,1694.161596
-29220.656102,3318,1698.401017
-1667.189277,658,1699.259216
-19765.069244,3429,1703.651907
-26900.5475,4466,1709.412963
-77760.897286,3991,1714.587496
-2330.578688,235,1714.893741
-41150.39675,2361,1717.952859
-8742.694271,1919,1720.418431
-72350.717736,7001,1729.510988
-3533.903172,442,1730.084675
-5658.965688,896,1731.260412
-6440.208962,736,1732.224697
-8432.3177,1850,1734.575376
-8452.223896,1441,1736.432996
-13362.97163,2217,1739.31122
-2072.616986,840,1740.378539
-2425.119561,329,1740.809577
-12465.382505,1762,1743.099658
-2236.257639,358,1743.536823
-36021.131999,2592,1746.943313
-18277.836662,2159,1749.741647
-766.170273,176,1749.983156
-705.023989,509,1750.632277
-15449.421305,3741,1755.403002
-17509.516808,1913,1757.86831
-45533.31844,2043,1760.526518
-37777.808546,1662,1762.653988
-55276.525316,3927,1767.795252
-12618.765265,1176,1769.30264
-18927.923341,1768,1771.612127
-3931.293423,1168,1773.096939
-46414.958852,2827,1776.714721
-8742.517323,910,1777.908743
-71520.548196,3625,1782.548217
-84908.20797,3650,1787.322983
-30670.544091,1895,1789.787425
-16605.531533,1755,1792.024621
-58417.397578,7001,1801.081355
-76256.928208,2720,1804.625864
-52485.149544,2964,1808.4951
-14425.531759,1852,1810.850541
-10747.952594,1625,1812.960917
-7618.410518,1639,1815.036715
-28127.453436,2217,1817.891652
-23030.732963,1995,1820.503543
-839.147462,122,1820.682829
-22205.739717,2012,1823.418181
-3379.176718,1083,1824.901499
-29057.342575,3367,1829.362535
-38459.891361,5846,1837.183414
-33084.897096,3164,1841.401483
-48240.018503,3817,1846.57246
-72583.986916,4921,1853.156539
-604.122815,389,1853.750965
-26544.900746,5211,1860.6513
-86068.605037,4674,1866.82491
-25809.211896,3281,1871.064388
-7411.531884,508,1871.746094
-18482.673296,2182,1874.547467
-7458.944619,1251,1876.205349
-18371.126583,2083,1878.876879
-10168.517699,2126,1881.688008
-8133.117703,1815,1884.052435
-117.72768,41,1884.149637
-18252.148964,1306,1885.811641
-12217.294966,1893,1888.224212
-6781.209888,1395,1890.01572
-13775.743981,1011,1891.32062
-1617.199347,710,1892.256024
-3551.69893,549,1892.951966
-46055.279864,6456,1901.311069
-3378.219082,831,1902.40497
-12066.823998,3155,1906.46307
-17909.600705,2566,1909.853413
-45571.64241,3886,1914.832256
-33814.096433,5902,1922.5149
-3333.827247,644,1923.385963
-12032.06764,1889,1925.803592
-20333.200031,2185,1928.622726
-20034.59068,2720,1932.112555
-7596.764772,2078,1934.801721
-15463.17237,2506,1938.005044
-20015.76513,1889,1940.527054
-20740.78146,1878,1942.939959
-18702.909915,3414,1947.311894
-40875.201052,3762,1952.165458
-29213.061186,4231,1957.662827
-26932.055002,2851,1961.333608
-5191.322218,1028,1962.693999
-105738.892637,5286,1969.488506
-13024.381397,2556,1972.901358
-2178.362213,464,1973.531415
-13274.504456,2509,1976.779215
-372.741008,145,1976.96868
-24034.669244,3427,1981.515201
-6398.548158,1010,1982.880108
-31901.385852,3078,1987.001475
-12473.812883,1616,1989.209911
-26136.0464,1864,1991.732873
-3419.669409,1547,1993.919152
-15135.252723,2027,1996.63516
-20047.581631,1795,1999.070045
-14320.542109,1720,2001.375061
-582.278088,457,2002.008761
-2595.596898,411,2002.546073
-6186.271308,576,2003.292887
-21854.80966,1377,2005.156347
-4226.828727,819,2006.232133
-6631.692946,1566,2008.404415
-12791.54054,3723,2013.386984
-14733.78681,3061,2017.556965
-10101.630593,1525,2019.598176
-8603.076047,1101,2021.042847
-7352.055467,2057,2023.783011
-14821.036228,1617,2025.9687
-10302.314137,1253,2027.646439
-8378.476768,1839,2030.083247
-15391.377865,1201,2031.707535
-6138.664378,1640,2033.894026
-2947.452687,604,2034.720397
-18818.833785,3114,2038.925447
-768.317758,335,2039.408443
0.998571,1,2039.411968
-17623.351977,1648,2041.602145
-13412.621946,1573,2043.716341
-23241.226693,1359,2045.536817
-17742.508584,1483,2047.504167
-3084.237864,1062,2048.923314
-19045.219352,2033,2051.522566
-22155.30295,1918,2054.040076
-17809.43347,1702,2056.25829
-5697.968985,1750,2058.594499
-108152.631097,5079,2065.139051
-35891.613656,4135,2070.495357
-17600.12366,4033,2075.741687
-6623.598542,1938,2078.273891
-2140.324006,699,2079.169082
-827.401838,583,2079.952151
-27739.348425,2756,2083.515818
-18979.731369,1358,2085.263085
-2946.771657,296,2085.654814
-16757.869877,1919,2088.147131
-10698.926652,973,2089.432872
-21549.889315,1226,2091.046341
-12312.847316,1169,2092.547072
-8847.97375,906,2093.714633
-10615.66032,1906,2096.178559
-6576.217592,668,2097.059725
-12372.712142,965,2098.328795
-2224.221597,437,2098.879458
-1898.977409,673,2099.809927
-11027.389686,1729,2102.113249
-3217.571293,511,2102.798795
-23366.188828,2034,2105.444999
-103241.691033,5039,2111.937196
-1932.781495,275,2112.32707
-12195.494275,1518,2114.267375
-14514.556611,1732,2116.477425
-7569.61047,932,2117.708961
-3480.056619,411,2118.219918
-18879.095594,2170,2121.133284
-932.159373,119,2121.322654
-29606.355274,2233,2124.277642
-12895.787149,1630,2126.492228
-5070.983731,1407,2128.410736
-34111.565013,1309,2130.146088
-69265.474564,4503,2136.140599
-22178.859635,1125,2137.670216
-15893.571891,1648,2139.95581
-27086.029922,1374,2141.812947
-32178.721391,1645,2144.00104
-16372.71098,1557,2146.070589
-71057.142775,1725,2148.392346
-28445.351951,1266,2150.096843
-21866.80023,2683,2153.699308
-13892.359877,2109,2156.543321
-23755.137702,1662,2158.818007
-25747.85757,1692,2161.079979
-53879.254675,2079,2163.846006
-47465.802887,2786,2167.59637
-10465.747255,1511,2169.637312
-31466.709246,1479,2171.614865
-12349.321262,1400,2173.52132
-13977.535239,1297,2175.247545
-7248.739864,1103,2176.723754
-12925.519274,1029,2178.105502
-32261.376318,1596,2180.1435
-1266.094597,387,2180.645703
-17959.233678,1519,2182.654964
-21567.701204,2164,2185.455888
-31350.699858,1952,2188.014771
-3623.433661,767,2189.006616
-15936.106674,1427,2190.877417
-5894.07641,1847,2193.231225
-6991.119328,1176,2194.754148
-6589.924422,1417,2196.575507
-8122.352091,1699,2198.778753
-18784.267896,1386,2200.577701
-4833.215188,490,2201.256504
-218.863832,356,2201.7086
-7878.997139,1260,2203.33618
-11467.452347,991,2204.622065
-14891.042068,1262,2206.251776
-32846.939882,3976,2211.384145
-14782.605361,1900,2213.812662
-4369.914543,1002,2215.121167
-15977.876851,1128,2216.583284
-10213.31738,1282,2218.248551
-48226.248445,2128,2220.987425
-8540.538,1760,2223.302379
-3145.830487,372,2223.783993
-10716.55174,1809,2226.125139
-319.756681,58,2226.219567
-30803.195671,6084,2233.990334
-13996.354662,1780,2236.301263
-21642.198205,1468,2238.229449
-9632.632933,2075,2240.889552
-8531.07942,1894,2243.401737
-134.135764,115,2243.582182
-10457.137936,2039,2246.199998
-11779.051331,1957,2248.703623
-6617.194922,1232,2250.312283
-5128.150239,969,2251.526292
-8046.558698,1255,2253.164454
-11470.641135,1458,2255.023165
-20505.530497,1572,2257.075836
-23386.055653,3910,2262.06128
-12519.519635,1617,2264.226358
-28390.375519,1953,2266.719817
-1323.593401,455,2267.345453
-236.483559,67,2267.417644
-9653.214125,1183,2268.903732
-391.248783,150,2269.136234
-1295.98093,264,2269.476467
-17571.594474,1499,2271.369352
-4480.179299,944,2272.613513
-14283.096906,2325,2275.589773
-17480.201016,1563,2277.600062
-26594.439452,1958,2280.12388
-15846.418979,2150,2282.981833
-11371.740332,1617,2285.062647
-27166.138136,4901,2291.391432
-15744.608069,1693,2293.561763
-18989.983452,2716,2297.054972
-40612.234881,5703,2304.444993
-9802.500381,1829,2306.811657
-10417.659294,1572,2308.868301
-21636.485731,2334,2311.85533
-17139.223877,2482,2315.071532
-8220.912144,1711,2317.30481
-16622.207117,2131,2320.079398
-14744.124188,1475,2322.017618
0.998571,1,2322.027315
-1962.865101,907,2323.174993
-8731.1385,1412,2324.997181
-17221.874491,1740,2327.252735
-1598.164874,573,2327.976127
-1488.630489,426,2328.50035
-32795.483672,2778,2332.081238
-5048.599494,968,2333.362505
-16374.157721,3659,2338.017743
-14341.667308,1778,2340.401521
-7071.223713,1674,2342.553433
-1397.347901,182,2342.832674
-17309.051532,2025,2345.430758
-3045.011179,1002,2346.73339
-7829.789735,1762,2349.011263
-5125.684362,1161,2350.572437
-3681.683709,635,2351.428541
-18932.945723,3645,2356.283797
-43717.05711,3146,2360.600638
-5362.704169,1231,2362.289257
-714.6377,243,2362.622461
-17526.706141,1749,2364.918723
-1703.812568,216,2365.248656
-13526.360197,1839,2367.724556
-1736.689864,441,2368.372666
-11494.190298,1500,2370.358309
-27090.818057,3012,2374.399838
-1920.822667,785,2375.505827
-4995.270774,1483,2377.507327
-3917.074332,377,2378.021225
-8470.20529,1356,2379.822392
-33747.088142,4159,2385.468682
-1011.25692,211,2385.747122
-5623.342783,1427,2387.694927
-1635.549391,604,2388.479263
-9913.596806,1812,2390.896402
-6423.853585,1107,2392.389432
-12057.567499,1580,2394.51902
-3354.609238,869,2395.717416
-7369.9509,1261,2397.401864
-9464.621037,1237,2399.072324
-10364.38651,1626,2401.272553
-1216.418718,425,2401.880586
-1185.904033,414,2402.449721
-1757.263762,656,2403.33628
-16026.700433,2049,2406.087604
-1589.44128,536,2406.822575
-22098.993818,1508,2408.940837
-1272.003472,110,2409.107698
-21360.903244,2326,2412.235607
-6162.560218,1328,2413.997335
-15110.115051,2593,2417.505064
-11333.908138,2177,2420.406853
-5626.872678,836,2421.572091
-14122.888528,981,2422.902624
-9814.049834,1266,2424.627779
-10531.697987,1595,2426.755671
-226.780014,178,2427.029291
-9453.628703,1331,2428.784789
-2225.273284,896,2429.960197
-12864.997156,1942,2432.562316
-1184.196862,103,2432.715509
-366.47144,107,2432.867799
-12944.067928,1726,2435.072247
-5379.996629,1439,2437.009511
-20687.863637,1221,2438.607394
-15395.859476,3819,2443.508708
-11816.678657,821,2444.573582
-49431.841787,6514,2453.017889
-4868.094141,1346,2454.810321
-9504.561987,822,2455.860228
-2236.316494,161,2456.07122
-3748.590225,659,2456.949898
-2272.258239,464,2457.505948
-3766.922647,476,2458.133023
-6863.731145,743,2459.090777
-41145.521555,3791,2463.926075
-8052.274856,892,2465.119257
-4705.616927,824,2466.195669
-15436.130917,3140,2470.19708
-9456.935321,1169,2471.728269
-2943.686047,1225,2473.302669
-2187.19313,1015,2474.689063
-10612.045976,1560,2476.693213
-2607.810081,904,2477.886084
-15658.545832,1317,2479.625702
-15189.171432,2116,2482.30993
-2141.516834,772,2483.310262
-5536.614907,1548,2485.308059
-4474.529094,1026,2486.649047
-3433.273771,881,2487.799445
-3080.881575,609,2488.578603
-414.466032,89,2488.721661
-14430.190469,882,2489.820404
-5302.465606,1174,2491.378655
-353.792981,189,2491.599829
-1547.796575,476,2492.26724
-1616.578912,560,2492.985682
-20112.911748,1480,2494.909429
-3803.928233,243,2495.242779
-5753.524108,845,2496.32056
-23600.423708,1223,2497.911438
-12589.896709,988,2499.202508
-4538.536016,1379,2501.117296
-6094.229375,951,2502.400658
-10406.236606,957,2503.676488
-4447.929486,691,2504.620618
-29418.79385,3343,2509.062397
-9997.600624,1715,2511.358684
-7001.67487,1287,2513.078691
-6168.522276,1802,2515.480449
-12234.549028,1027,2516.88885
-6210.704961,811,2518.053354
0.998571,1,2518.059745
-8869.463716,1608,2520.17309
-2326.095872,712,2521.147927
-1383.689043,252,2521.488629
-27474.860913,1079,2522.970903
-676.230016,188,2523.261193
-4751.221429,785,2524.331333
-1723.683738,166,2524.528245
-7961.903015,766,2525.553571
-10741.683846,730,2526.580985
-21182.556924,1162,2528.141973
-890.785479,265,2528.512151
-2043.781168,813,2529.590442
-9032.668747,903,2530.791896
-19089.411243,1287,2532.512696
-22769.147117,1460,2534.51547
-916.020783,293,2534.922669
-6040.58245,920,2536.133768
-2792.44633,553,2536.881941
-31549.259344,1592,2539.052706
-3251.17145,819,2540.150476
-4814.141423,1252,2541.84544
-21050.293218,1015,2543.191898
-1281.757,271,2543.582957
-4049.741909,575,2544.393637
-3035.635213,633,2545.231178
-14078.253366,3155,2549.482843
-10061.773274,792,2550.536695
-14275.470352,1245,2552.217302
-5970.453119,1167,2553.762709
-16288.089516,1021,2555.152063
-4972.19452,868,2556.315044
-859.675052,206,2556.607745
-3641.961793,1239,2558.201708
-718.719448,214,2558.493916
-13924.422926,958,2559.705891
-5218.555326,1157,2561.224488
-2746.017832,310,2561.614885
-12241.194655,1354,2563.381584
-23426.7312,3259,2567.551103
-3820.016281,655,2568.469163
-11356.108861,2483,2571.638187
-843.388239,595,2572.432621
-5394.842967,1187,2573.945631
-1149.798921,183,2574.210079
-16776.799192,1023,2575.543692
-15732.704021,998,2576.836725
-10091.472697,936,2578.024226
-1653.595895,549,2578.727051
-5606.557836,878,2579.873828
-3065.350179,811,2580.903107
-1877.407111,821,2581.982954
-422.941792,320,2582.403866
-16744.75376,856,2583.516335
-4841.49551,920,2584.714718
-2974.851954,648,2585.541094
-5786.513393,882,2586.7015
-1489.013317,603,2587.482053
-2779.260074,658,2588.350399
-383.660053,107,2588.488645
-8390.35757,520,2589.165229
-28980.394253,4845,2595.536244
-8143.713205,1336,2597.259797
-16758.860797,978,2598.529677
-4728.240294,1351,2600.248256
-5504.830338,846,2601.353498
