#{"t_start": 1591282375.853861, "env_id": null}
r,l,t
-20291.553039,1001,230.613917
-18202.523554,1001,231.833504
-8783.391834,1001,233.035524
-37212.299988,1001,234.228333
-27082.54646,1001,235.429088
-9635.542485,1001,236.568699
-32402.911629,1001,237.794868
-21317.477184,1001,238.998472
-10017.953247,1001,240.20771
-17974.801098,1001,241.401546
-14421.07395,1001,242.585785
-17999.460902,1001,243.729956
-33564.400026,1001,245.009191
-26274.75627,1001,246.206858
-52143.191473,1001,247.392063
-32311.198307,1001,248.579928
-23761.261042,1001,249.769123
-9949.185647,1001,250.960828
-29087.479982,1001,252.185209
-18805.882416,1001,253.380095
-8531.146098,1001,254.582779
-18926.47008,1001,255.768226
-20974.948637,1001,256.908023
-13704.495357,1001,258.127914
-734.572482,148,258.301049
-9823.455127,1001,259.483971
-567.394231,237,259.809466
-56245.773228,1001,260.991125
-21453.414161,1001,262.184218
-22210.005997,1001,263.363719
-6768.466034,1001,264.511431
-12013.930488,1001,265.664703
-6432.042683,1001,266.816075
-11583.61059,1001,267.977388
-14988.566039,1001,269.13465
-25205.160476,1001,270.32317
-24885.677026,1001,271.485319
-16406.419869,1001,272.634139
-32895.466316,1001,273.789837
-2072.194211,515,274.384583
-22797.844156,1001,275.534039
-1468.821511,395,276.009863
-16556.709656,1001,277.163771
-15056.179462,1001,278.277066
-6356.955684,1001,279.452804
-16068.310071,1001,280.621229
-16767.660106,1001,281.777601
-14731.621275,1001,282.941707
-20047.614818,1001,284.098109
-20622.583597,1001,285.233185
-2324.938051,504,285.832958
-12222.342809,1001,287.013704
-9814.233748,1001,288.158299
-15764.090387,1001,289.305521
-16545.246247,1001,290.455174
-9351.050595,1001,291.578077
-13473.374907,1001,292.719312
-24606.553235,1001,293.967408
-9786.711989,1001,295.126109
-11261.635359,1001,296.286196
-5617.432145,1001,297.435664
-26399.359069,1001,298.550496
-15746.328244,1001,299.691205
-6138.070249,1001,300.866712
-25976.329802,1001,302.019172
-13890.479855,1001,303.203367
-15405.547982,1001,304.349697
-16100.147597,1001,305.549255
-22767.741608,1001,306.76967
-6927.129959,1001,307.955093
-8951.450308,1001,309.13816
-17202.342664,1001,310.328784
-26583.820276,1001,311.469434
-21115.689522,1001,312.642876
-6934.921042,1001,313.865883
-27116.929267,1001,315.068849
-15681.906166,1001,316.254604
-10503.08068,1001,317.464254
-10421.161819,1001,318.653201
-18871.873279,1001,319.845172
-6731.763887,1001,321.038455
-423.651617,129,321.176784
-33450.890342,1001,322.354786
-2831.745253,673,323.169217
-7815.792157,1001,324.358042
-6436.466327,1001,325.551467
-20594.217347,1001,326.718934
-16771.651819,1001,327.919739
-7001.882981,1001,329.101449
-16858.877567,1001,330.29362
-12486.529914,1001,331.477726
-17544.449105,1001,332.673777
-21634.05678,1001,333.835159
-1374.706972,451,334.400353
-16444.947257,1001,335.58479
-10576.10052,1001,336.775819
-14754.84067,1001,337.945881
-170.445447,71,338.035852
-11590.811701,1001,339.209768
-1804.213462,455,339.72991
-3582.305617,501,340.324236
-90.81535,106,340.441335
-7309.038334,1001,341.611135
-9634.926746,1001,342.815605
-9352.493756,881,343.895324
-17974.551943,1001,345.041314
-4952.986456,724,345.905639
-11168.232197,1001,347.087867
-12326.645598,1001,348.268827
-1420.85564,312,348.620067
-17240.541541,1001,349.792488
-28341.546159,1001,350.98396
-3030.367646,425,351.479598
-19017.567893,1001,352.649165
-6500.947743,1001,353.81833
-13410.466569,846,354.786639
-8316.428918,1001,355.971131
-14021.96093,845,356.984944
-10247.931447,1001,358.180188
-14802.126981,1001,359.315009
-3717.252607,725,360.176622
-579.274488,128,360.318607
-15302.612441,1001,361.501869
-8131.636329,1001,362.675914
-2262.022128,336,363.046564
-26711.305285,1001,364.217857
-10286.669996,1001,365.441693
-4468.555524,648,366.186021
-1365.842545,269,366.492281
-12750.952431,1001,367.667787
-7988.762121,1001,368.845957
-12167.349919,1001,370.082028
-746.142093,224,370.332454
-3025.325044,632,371.066018
-6392.655011,1001,372.23322
-595.378087,298,372.600141
-8036.507022,1001,373.773906
-9229.210702,1001,374.957831
-6523.968654,1001,376.135709
-4348.263025,739,377.011373
-8703.360313,1001,378.150651
-15699.424559,1001,379.343365
-2745.14019,237,379.627338
-5924.46819,1001,380.81383
-2992.047777,691,381.602966
-7008.281364,1001,382.782249
-7325.314069,1001,383.987061
-16631.495752,1001,385.157333
-11877.906735,1001,386.319532
-6499.252252,1001,387.457155
-10198.044306,1001,388.631437
-9768.349166,1001,389.832129
-339.79141,76,389.92661
-948.070243,245,390.221094
-8540.925183,1001,391.373735
-2287.655626,523,392.015377
-7556.431336,1001,393.165137
-9242.1558,1001,394.338114
-652.602475,121,394.471768
-8365.157987,1001,395.698595
-15981.232806,1001,396.875069
-10610.496068,1001,398.052011
-9025.244022,1001,399.207161
-7060.050962,1001,400.383049
-19863.971312,1001,401.594351
-17867.368822,1001,402.764223
-20176.635427,1001,403.94278
-8647.792874,1001,405.098847
-13302.031671,1001,406.243195
-11139.105095,1001,407.417071
-8016.732808,1001,408.640848
-16313.49888,1001,409.816829
-12763.99274,1001,410.988343
-5987.850631,1001,412.157238
-985.293458,144,412.363025
-10245.658923,1001,413.547853
-12878.797481,1001,414.772664
-10674.94974,1001,415.984755
-10265.26134,1001,417.20231
-10001.6651,1001,418.421647
-14012.310635,1001,419.616662
-11092.180562,1001,420.825922
-667.038462,131,420.975159
-699.142103,286,421.35344
-6610.855416,1001,422.572269
-14394.360163,1001,423.8141
-5661.958575,1001,425.044732
-2049.200875,560,425.721055
-7742.932345,1001,426.945114
-6824.12627,1001,428.157198
-11497.144566,1001,429.36857
-8508.13595,1001,430.606552
-8534.779179,1001,431.788759
-4734.880226,682,432.627985
-7116.371091,875,433.675835
-5435.060767,838,434.656477
-6754.975184,1001,435.867533
-8525.514722,1001,437.081872
-7411.858371,674,437.908368
-5286.06729,672,438.725125
-528.745207,187,438.970464
-6583.914737,1001,440.187722
-8718.608388,946,441.304524
-651.722938,291,441.650366
-1010.864978,389,442.128235
-6074.440124,1001,443.346632
-7822.294437,1001,444.567324
-7061.501154,962,445.751641
-9638.751563,559,446.43098
-1796.951026,392,446.895537
-10963.219482,1001,448.082631
-747.569085,229,448.355805
-1253.962901,294,448.709045
-548.269016,99,448.819917
-760.362999,139,448.990146
-1204.573234,409,449.439418
-222.354768,180,449.663187
-11060.308778,1001,450.845305
-5485.688495,934,451.952848
-7944.142795,1001,453.138903
-11066.59582,1001,454.325939
-11883.014493,1001,455.492572
-5123.159727,743,456.373706
-2945.113927,544,457.011776
-1878.005744,424,457.517866
-448.511042,186,457.761353
-8123.447233,1001,458.932811
-8860.897,856,459.921172
-1048.009077,209,460.186582
-6909.794532,1001,461.371197
-4598.621708,539,462.009613
-6730.12423,981,463.180564
-9617.498677,1001,464.341477
-3469.977017,507,464.938579
-5485.028043,683,465.759106
-335.460046,138,465.904661
-7268.787357,1001,467.095846
0.99,1,467.102225
-14624.926842,1001,468.255686
-1054.438816,210,468.524837
-9234.560191,1001,469.695658
-10020.190083,1001,470.885991
-105.459758,87,470.971741
-8263.027383,1001,472.146654
-11523.449616,1001,473.398164
-9891.653329,1001,474.589616
-2414.214512,448,475.078894
-2659.683755,588,475.830584
-12574.349769,1001,477.055062
-16488.864431,1001,478.261005
-4038.198034,591,478.948528
-16624.675482,1001,480.170456
-6829.838594,1001,481.39165
-796.574771,292,481.744801
-8960.558945,1001,482.955123
-11096.214755,1001,484.177024
-4286.319988,651,484.979738
-6791.926273,987,486.173774
-6792.97749,1001,487.339812
-10575.658182,1001,488.587643
-15474.183675,1001,489.813691
-16206.09356,1001,491.026978
-12789.091454,1001,492.24204
-11369.699635,1001,493.402303
-12215.515267,1001,494.619922
-7994.620924,1001,495.857371
-7501.292557,1001,497.069546
-164.682278,61,497.128835
-465.451061,242,497.428879
-10073.135801,1001,498.702952
-11070.796628,1001,499.927602
-2767.82134,480,500.5268
-12130.221173,1001,501.726224
-9501.160433,1001,502.982438
-14410.480537,1001,504.216626
-712.46773,251,504.530707
-11273.611665,1001,505.780766
-7682.750914,1001,507.010179
-10027.248091,1001,508.296587
-15054.947722,1001,509.553786
-8269.74605,1001,510.822698
-8142.305958,1001,512.087885
-3858.287822,616,512.866231
-10510.993879,1001,514.116417
-13051.459443,1001,515.392091
-10415.681321,1001,516.630248
-12750.770707,1001,517.917978
-1733.79312,158,518.111302
-7748.816754,1001,519.357364
-21010.836684,1001,520.646846
-15372.373614,1001,521.910207
-573.22574,80,522.001957
-321.419905,75,522.1192
-2235.15177,499,522.746536
-8654.262046,1001,524.001044
-8018.56932,1001,525.274596
-18045.850527,1001,526.543811
-9385.510905,1001,527.820346
-153.154441,56,527.903572
-10140.036265,1001,529.134785
-14430.097414,1001,530.390011
-1956.791965,183,530.644103
-11594.056045,1001,531.858998
-14977.597905,1001,533.104737
-20024.006954,1001,534.38061
-9730.432368,1001,535.637306
-22026.054118,1001,536.906317
-7485.369107,1001,538.154037
-13295.576068,1001,539.373714
-9955.20407,1001,540.619284
-4110.87965,426,541.219055
-11056.21307,1001,542.419624
-14672.935444,1001,543.702239
-15666.678551,1001,544.95693
-11507.567903,882,546.048235
-289.849017,165,546.25684
-11342.922733,1001,547.461099
-6612.124213,1001,548.676862
-3264.777863,476,549.260341
-7757.438218,1001,550.426342
-5162.397755,505,551.067549
-19526.481258,1001,552.280476
-9973.067192,1001,553.552042
-20585.352628,1001,554.768091
-11765.414374,829,555.744673
-11051.246259,1001,556.967752
-1103.912128,169,557.165568
-59.161557,83,557.288266
-2907.740392,431,557.781785
-110.010892,124,557.936731
-13211.586893,1001,559.14814
-9071.021919,1001,560.362517
-3909.968097,754,561.285957
-12638.567526,1001,562.499959
-5977.599044,1001,563.720476
-1050.465154,203,563.964372
-927.341706,232,564.247083
-161.087923,127,564.385237
-9383.907127,1001,565.590566
-20277.012157,1001,566.809355
-1494.386742,448,567.354813
-12568.513139,1001,568.568474
-858.64223,365,569.037231
-5606.304164,658,569.836172
-11602.628273,1001,571.048169
-2234.012127,516,571.665706
-9588.387706,1001,572.869924
0.99,1,572.87645
-11459.448663,1001,574.031418
-8686.025663,1001,575.288219
-10157.42583,1001,576.534404
-2535.426661,298,576.885869
-6097.882597,754,577.794747
-1829.248707,389,578.255463
-5593.347292,505,578.871475
-348.426657,85,578.998566
-4408.684235,735,579.903048
-8642.573013,866,580.911587
-3407.056314,538,581.596601
-15750.994471,1001,582.778407
-12214.001293,1001,583.995608
-8197.964906,1001,585.218828
-7718.599513,1001,586.426612
-13063.065874,1001,587.648254
-193.095077,78,587.734847
-12617.334525,1001,588.949941
-10342.564704,1001,590.19646
-12596.871658,1001,591.416106
-8337.46033,1001,592.6332
-5094.988159,866,593.640956
-6486.403095,765,594.562088
-13309.941425,1001,595.747221
-26004.645653,1001,596.929914
-14393.526821,1001,598.107702
-2421.627909,476,598.685341
-12688.310583,1001,599.836322
-17694.216111,1001,601.028494
-16052.005442,1001,602.211311
-579.618191,92,602.319364
-2643.025174,499,602.902372
-1394.092009,289,603.236711
-16327.412375,1001,604.404127
-987.083689,186,604.618055
-9067.497053,1001,605.794949
-12499.550486,1001,606.973477
-5801.46963,1001,608.215395
-7124.765876,1001,609.369346
-15062.662747,1001,610.548918
-6510.393389,800,611.542892
-2574.035934,628,612.247983
-8324.427921,1001,613.436824
-2639.847737,391,613.880221
-5304.073369,921,614.961252
-6718.401823,718,615.84989
-10560.370744,1001,617.065145
-4074.670979,638,617.825076
-5524.455548,1001,619.033475
-15340.836756,1001,620.27849
-7420.549606,1001,621.45056
-15743.882048,1001,622.686241
-9820.573585,1001,623.898394
-3248.58149,626,624.647335
-7117.140265,1001,625.86024
-7755.040375,1001,627.090857
-7515.913957,1001,628.298654
-7533.984633,1001,629.515851
-24074.416105,1001,630.734536
-3087.914563,695,631.548453
-16273.689885,1001,632.779659
-1032.851296,163,633.007189
-11632.250003,1001,634.260037
-14075.709337,1001,635.428877
-6765.110758,1001,636.666159
-7683.024921,1001,637.867859
-18509.290201,1001,639.083241
-7243.837261,1001,640.247241
-9113.848899,1001,641.485777
-979.322785,246,641.791382
-8391.436601,1001,643.001883
-275.067502,58,643.057566
-1349.478462,455,643.622477
-18148.266474,1001,644.827166
-6693.960557,1001,646.032773
-12922.465565,1001,647.185966
-9985.439423,1001,648.386644
-7412.263596,1001,649.619951
-8687.059825,1001,650.832298
-12967.960418,1001,652.046166
-6160.86056,849,653.039011
-7117.535301,1001,654.240212
-13792.404681,1001,655.449075
-10312.895751,1001,656.663799
-171.148434,156,656.83146
-11266.574658,1001,658.064419
-13256.420968,1001,659.366906
0.99,1,659.373524
-1133.456871,262,659.679543
-18171.577521,1001,660.879335
-15074.543008,1001,662.051932
-9894.181559,1001,663.25285
-1009.199494,407,663.77488
-19380.379785,1001,665.011328
-1561.423703,278,665.378547
-12699.407517,1001,666.623459
-16579.096064,1001,667.903825
-9894.01074,1001,669.160189
-18477.304655,1001,670.428476
-4201.530421,699,671.273402
-20270.923265,1001,672.529594
-6360.399904,1001,673.772695
-9881.247264,1001,675.020555
-10334.711654,1001,676.248544
-7004.568194,1001,677.522639
-6861.059745,893,678.67164
-9420.366423,1001,679.922855
-8684.735703,1001,681.176532
-19357.702541,1001,682.486505
-2847.568527,658,683.292915
-7950.233152,1001,684.540086
-3468.875661,708,685.411496
-12026.129652,1001,686.667673
-10984.910599,1001,687.924302
-7045.828231,1001,689.169156
-10769.675077,1001,690.384857
-9253.920262,1001,691.644854
-9732.512428,1001,692.906345
-23162.404617,1001,694.119268
-9470.353664,1001,695.331017
-17250.413939,1001,696.533456
-19763.286261,1001,697.716783
-18578.804801,1001,698.954042
-670.224762,338,699.388663
-16250.961139,1001,700.633981
-11008.31516,1001,701.800718
-15918.173983,1001,703.010563
-13575.675034,1001,704.235011
-9638.3316,1001,705.442684
-12149.544873,1001,706.657829
-10648.481918,1001,707.86328
-9636.884448,1001,709.031323
-6138.454301,1001,710.323306
-11211.954163,1001,711.531743
-13103.163584,1001,712.738276
-2622.519059,550,713.387932
-8381.020176,1001,714.588229
-11136.661949,1001,715.794786
-16648.13508,1001,716.997009
-9740.359887,1001,718.184144
-18325.119395,1001,719.385162
-9522.789518,1001,720.600232
-12541.035037,1001,721.814093
-16448.106536,1001,723.029794
-18852.601425,1001,724.237327
-1312.512055,317,724.602666
-1389.42092,287,724.953945
-13771.685142,1001,726.154256
-20088.162945,1001,727.398857
-17085.473718,1001,728.606832
-12983.932644,1001,729.812395
-11150.79336,1001,730.977628
-6830.012455,1001,732.183243
-16605.022931,1001,733.478611
-8419.355193,1001,734.682375
-10913.079866,1001,735.893284
-10023.488816,1001,737.054374
-9558.680359,1001,738.265365
-22595.680221,1001,739.514468
-24442.558676,1001,740.728764
-14594.032362,1001,741.932991
-647.772775,266,742.249561
-15939.954387,1001,743.443441
-8783.817063,1001,744.629824
-691.046786,115,744.784829
-27122.480794,1001,745.986553
-12887.271773,1001,747.200288
-4551.30057,708,748.072246
-14058.477135,1001,749.254754
-9382.060419,1001,750.459783
-6460.704379,711,751.320661
-315.625681,68,751.392226
-13708.252899,1001,752.599213
-9848.453289,1001,753.808619
-10995.057955,1001,755.014108
-11786.000324,1001,756.226495
-8420.276179,1001,757.467967
-14358.04382,1001,758.672
-11283.989519,1001,759.909242
-10434.157906,1001,761.137222
-20406.494756,1001,762.351589
-15420.947288,1001,763.53956
-13785.640554,1001,764.748147
-9372.382619,1001,765.960915
-971.624971,257,766.272883
-489.522311,266,766.588139
-10587.53902,1001,767.795248
-1192.989229,133,767.940745
-14467.365501,1001,769.169071
-12248.250451,1001,770.377941
-15235.654026,1001,771.546324
-8204.383614,1001,772.745306
-15823.24245,1001,773.975121
-20922.399419,1001,775.173848
-10755.651815,1001,776.394255
-9520.258765,1001,777.604979
-8806.093517,1001,778.761432
-12001.877715,1001,779.994838
-353.086677,121,780.137084
-259.636893,55,780.237636
-3359.250911,713,781.054473
-1699.467951,410,781.564472
-12981.234403,1001,782.828505
-1738.162727,310,783.241197
-5948.744283,1001,784.403053
-1695.82925,199,784.664357
-15164.615523,1001,785.86351
-3476.468642,804,786.816519
-20116.56733,1001,788.027728
-10848.129759,1001,789.229414
-7228.542672,789,790.178911
-16053.692477,1001,791.383515
-2643.86353,594,792.084728
-7003.85317,1001,793.282934
-1412.627312,255,793.622004
-19191.786137,1001,794.829589
-3670.787541,595,795.549675
-8055.422284,1001,796.729742
-8704.462503,1001,797.943875
-3484.755852,747,798.852
-8570.353985,1001,800.055945
-15006.51997,1001,801.266366
-10878.5068,1001,802.465093
-8824.783973,1001,803.654432
-9478.940729,1001,804.872856
-2203.41963,436,805.424751
-958.553185,245,805.721606
-8474.733698,1001,806.871207
-973.41019,149,807.086183
-128.445927,41,807.137505
-11020.681357,1001,808.411251
-15532.206519,1001,809.572754
-7322.353006,1001,810.773408
-13561.284436,1001,812.020296
-11269.857992,1001,813.230244
-6920.392126,1001,814.440936
-7044.854989,1001,815.647302
-20463.285224,1001,816.818871
-7604.174438,1001,818.03157
-12176.347939,1001,819.256698
-15549.423476,1001,820.473372
-6651.141001,1001,821.68975
-5869.155087,1001,822.895122
-9701.643451,1001,824.068784
-575.427677,234,824.370739
-14408.4901,1001,825.581559
-12938.573319,1001,826.794679
-12232.208734,1001,828.001311
-7121.066645,1001,829.168502
-10805.013511,1001,830.373756
-10980.735158,1001,831.614387
-9784.146438,1001,832.825276
-4614.543624,920,833.899426
-16027.418787,1001,835.18002
-9422.159344,1001,836.407505
-18779.553499,1001,837.618122
-1853.627016,544,838.279297
-2619.723673,630,839.023861
-7632.387166,1001,840.228078
-9292.184901,1001,841.420338
-21522.680708,1001,842.636845
-17822.219192,1001,843.849414
-6765.429973,1001,845.060085
-6185.605381,1001,846.269388
-9951.635436,1001,847.457445
-10932.243749,1001,848.662433
-1127.232176,370,849.09654
-997.684665,195,849.355806
-1900.074731,502,849.959379
-29616.07392,1001,851.136363
-11917.018033,1001,852.357272
-13123.593666,1001,853.604011
-17552.304405,1001,854.815205
-18311.65672,1001,856.025386
-3203.937227,378,856.508815
-10722.742545,1001,857.717504
-8453.807808,1001,858.903587
-9711.547793,1001,860.112382
-2081.292018,571,860.806534
-7668.942045,753,861.687406
-13547.162653,1001,862.917921
-8820.628151,1001,864.203732
-63.183349,82,864.30789
-9697.365009,1001,865.537813
-583.803541,106,865.636005
-16828.325473,1001,866.839969
-5617.023789,940,868.000779
-10459.926746,1001,869.168502
-10009.749102,1001,870.362317
-3609.056505,592,871.107027
-35.659946,55,871.163294
-3508.456211,581,871.881777
-3717.696682,469,872.426227
-8682.166492,1001,873.628908
-14963.041673,1001,874.865854
-25412.227229,1001,876.083228
-10167.601085,1001,877.302916
-33.859677,50,877.351868
-6495.095476,1001,878.557088
-21412.102789,1001,879.768614
-6540.096811,1001,880.976916
-17671.087679,1001,882.140262
-17581.709375,1001,883.369471
-8204.902252,1001,884.589615
-4851.749046,821,885.564565
-7191.870121,1001,886.830085
-9928.801536,1001,888.043156
-3182.588711,591,888.754918
-7373.159712,1001,889.962778
-5685.046653,517,890.581053
-9557.143116,1001,891.76202
-4364.681397,769,892.700986
-2254.468058,476,893.270112
-3727.764487,402,893.764494
-17649.136423,813,894.753728
-212.084458,131,894.932394
-12544.244867,1001,896.099459
-7566.428958,1001,897.304865
-2740.728558,488,897.931684
-15627.061873,1001,899.133702
-12574.601363,1001,900.34565
-16105.364566,1001,901.553982
-34823.624102,1001,902.733205
-10253.969838,1001,903.939587
-16566.832151,644,904.701302
-6999.656283,1001,905.947864
-5209.867353,663,906.731563
-11875.841856,1001,907.948054
-9048.302974,1001,909.189476
-8478.916421,1001,910.409939
-8222.57951,1001,911.619559
-1978.33249,573,912.298241
-14575.899874,682,913.11345
-8229.758422,732,914.063354
-11128.365794,1001,915.269477
-9218.941684,1001,916.477114
-1850.756447,342,916.861582
-3566.523372,637,917.642737
-514.110514,147,917.8112
-639.790474,324,918.227289
-8316.27322,1001,919.432246
-12919.661447,1001,920.638151
-13738.458581,1001,921.802956
-10570.443613,1001,923.016638
-6850.041711,1001,924.256997
-9996.778239,714,925.131562
-6249.895125,1001,926.33318
-3218.698264,608,927.043388
-12911.638692,1001,928.268196
-101.408368,41,928.308947
-8433.013351,658,929.136148
-77.387859,94,929.221168
-7026.910149,840,930.254153
-17498.730264,1001,931.461913
-17448.735471,657,932.23237
-4401.664592,579,932.925125
-6222.786742,1001,934.127739
-11602.895314,1001,935.355204
-952.724187,336,935.764258
-695.058354,269,936.082783
-7528.882586,632,936.85455
-1807.472692,154,937.019533
-12718.214943,813,937.977986
-8607.558046,1001,939.231863
-884.690691,274,939.600285
-10658.251862,1001,940.838804
-632.029582,226,941.121206
-14385.319839,679,941.909891
-6243.495508,1001,943.117301
-6824.030382,867,944.241968
-10076.854707,1001,945.424724
-10743.667985,1001,946.63057
-12623.301862,1001,947.849931
-10611.632372,1001,949.093477
-3642.95162,451,949.607651
-15023.40601,700,950.466175
-8849.306966,1001,951.676101
-123.070257,42,951.717942
-1332.530898,341,952.151296
-4669.359649,702,952.963952
-14745.692433,742,953.860656
