#{"t_start": 1591196038.852184, "env_id": null}
r,l,t
-249.662019,102,2115.423772
-438.290057,269,2115.770911
-870.053513,335,2116.217349
-606.361398,497,2116.876027
-369.32176,100,2117.031614
-3336.547393,558,2117.749081
-1605.416139,470,2118.378134
-704.986215,206,2118.629171
-3505.997077,546,2119.378442
-3350.51175,531,2120.06979
-4796.123676,519,2120.75487
-971.187133,147,2120.931698
-1814.736793,453,2121.543262
-1439.375039,347,2122.002781
-868.159837,323,2122.432138
-1476.280019,154,2122.612577
-1900.209054,456,2123.239512
-1356.705542,414,2123.779784
-416.176794,95,2123.93008
-6770.795053,589,2124.680348
-1306.772309,431,2125.237092
-108.536876,60,2125.338133
-3699.976101,516,2126.016406
-515.124978,157,2126.210653
-87.841083,211,2126.493231
-3783.929713,599,2127.306008
-1190.697905,522,2127.98369
-754.401706,352,2128.415833
-84.306874,66,2128.523388
-75.86456,28,2128.562734
-91.587853,216,2128.837617
-429.419134,99,2128.991148
-1568.489453,436,2129.532081
-691.10823,329,2130.004578
-507.320221,231,2130.288508
-5117.084271,689,2131.22792
-2105.236774,479,2131.830924
-2227.624436,641,2132.6745
-1736.808625,560,2133.423449
-771.594212,116,2133.603249
-287.012629,236,2133.915875
-1694.604009,471,2134.494954
-4487.684332,505,2135.177819
-966.74519,718,2136.122364
-66.399245,72,2136.227248
-1222.316694,229,2136.537456
-935.089659,159,2136.753181
-22.793957,50,2136.833202
-127.581653,74,2136.905159
-851.067055,345,2137.355474
-428.944956,94,2137.506366
-1897.432808,590,2138.251622
-22.784928,58,2138.34097
-781.62156,124,2138.517321
-2261.418446,327,2138.926814
-4624.336954,526,2139.640769
-3536.177925,570,2140.375162
-4458.097713,478,2141.040084
-32.536112,96,2141.193478
-1181.649269,346,2141.682625
-1951.042179,536,2142.377315
-2336.454798,432,2142.981245
-205.032552,72,2143.053182
-3210.834416,442,2143.652617
-3326.734741,849,2144.760806
-2977.59465,574,2145.541219
-2353.963423,547,2146.279322
-3662.635465,473,2146.919585
-1632.996622,367,2147.393263
-714.673746,219,2147.667029
-4934.621498,563,2148.417631
-2839.930143,963,2149.672554
-2699.835505,438,2150.279032
-3033.166176,434,2150.821345
-1466.613289,190,2151.109561
-5179.05057,506,2151.789093
-2944.858653,449,2152.354132
-395.584651,231,2152.662446
-1239.041383,332,2153.097696
-21.547867,60,2153.19306
-2874.881519,514,2153.86771
-691.04973,241,2154.189303
-700.662118,563,2154.92052
-4943.260983,552,2155.659557
-1189.971334,544,2156.37811
-1113.644445,319,2156.789494
-20.286449,55,2156.887594
-3165.38174,438,2157.435257
-90.584323,68,2157.561276
-623.894893,256,2157.898761
-2076.704279,472,2158.502161
-3235.32195,373,2159.006334
-5167.786155,606,2159.802714
-896.703568,150,2159.987644
-1620.321543,381,2160.502811
-2181.150626,448,2161.129257
-2968.448995,390,2161.63331
-298.386005,392,2162.15583
-2899.950047,367,2162.633066
-907.697296,149,2162.848582
-35.045674,66,2162.912939
-1073.272189,479,2163.543657
-2283.75026,540,2164.246145
-3679.6249,514,2164.930155
-3671.002657,412,2165.504804
-1403.817156,542,2166.206048
-2460.332529,410,2166.745883
-2828.025732,533,2167.446796
-562.476369,390,2167.954496
-677.607436,316,2168.404624
-3576.47302,566,2169.124757
-1696.68496,398,2169.645205
-2623.895414,423,2170.191763
-384.458894,102,2170.337382
-1396.91894,300,2170.766552
-1652.274367,407,2171.275228
-1793.618836,321,2171.688023
-2705.520938,184,2171.943416
-2038.386039,512,2172.647343
-5171.417547,579,2173.390494
-552.520908,484,2174.032722
-170.259036,101,2174.162512
-1606.058143,319,2174.580804
-4427.165961,423,2175.155216
-63.222477,24,2175.181158
-21.260806,57,2175.246833
-21.373745,51,2175.343956
-823.783575,467,2175.932465
-73.862525,62,2176.042219
-208.603446,79,2176.118565
-2450.945168,559,2176.863425
-296.984898,97,2177.018104
-2123.019123,336,2177.43758
-3840.798027,602,2178.226118
-815.00762,357,2178.725374
-657.898942,308,2179.123359
-3333.018823,472,2179.738688
-33.728154,154,2179.946196
-784.312483,83,2180.064012
-749.086392,368,2180.532248
-1350.254298,245,2180.849374
-647.367228,297,2181.269015
-4042.656942,421,2181.800527
-201.020964,75,2181.933441
-288.001109,95,2182.02585
-75.749697,61,2182.114943
-2718.261579,627,2182.934138
-1061.36483,334,2183.331449
-265.012083,80,2183.436277
-958.152738,161,2183.644206
-5697.084035,542,2184.32591
-3194.702989,399,2184.867278
-2225.258747,536,2185.54983
-2521.811736,331,2185.947357
-2001.112972,419,2186.516457
-1058.861193,351,2186.947232
-181.128179,193,2187.194648
-1377.379333,578,2187.92323
-16.648788,47,2188.009609
-379.756324,95,2188.097703
-1923.907024,517,2188.779587
-3063.565794,425,2189.329177
-136.011742,164,2189.516387
-1546.638447,413,2190.042087
-3723.149739,409,2190.608779
-3789.407741,507,2191.211348
-1517.188712,158,2191.427286
-2637.889804,406,2191.957351
-3912.549336,754,2192.977413
-748.628539,456,2193.555997
-383.231403,95,2193.680239
-815.588142,180,2193.930632
-429.620206,101,2194.035627
-952.362377,435,2194.610769
-2893.283182,357,2195.046381
-16.159776,43,2195.128437
-384.219801,100,2195.249346
-244.585725,99,2195.357262
-1312.760715,322,2195.801963
-912.319975,386,2196.274815
-1858.802164,312,2196.66453
-2192.979675,621,2197.465636
-2871.13985,571,2198.206409
-77.639122,79,2198.309354
-1610.541805,218,2198.572814
-2922.400971,521,2199.227407
-14.872557,39,2199.292576
-4200.174317,620,2200.085299
-1358.016076,685,2200.980311
-2057.514562,531,2201.6501
-1924.499226,500,2202.294841
-21.69274,47,2202.341396
-5194.358222,530,2203.004526
-75.652383,33,2203.052451
-211.736358,103,2203.197249
-4317.975405,489,2203.821764
-196.678749,77,2203.924755
-514.295418,158,2204.126557
-2742.530632,546,2204.817367
-20.863872,46,2204.863177
-1208.333617,542,2205.571311
-600.930564,129,2205.758073
-2272.291192,498,2206.388956
-385.771722,115,2206.519587
-172.299123,39,2206.592335
-2382.607512,601,2207.3259
-1508.160961,591,2208.077587
-4239.836322,610,2208.882275
-1918.913911,262,2209.212067
-201.907643,86,2209.349433
-2978.142301,328,2209.750557
-1284.730634,150,2209.933545
-381.011367,77,2210.051346
-757.357821,138,2210.208807
-6906.70795,567,2210.937318
-2120.212059,428,2211.48879
-792.353523,310,2211.871735
-942.970106,422,2212.405599
-806.571295,138,2212.622621
-1197.789941,398,2213.105603
-1846.600448,213,2213.369026
-2512.604312,424,2213.937849
-919.205252,152,2214.109732
-879.126219,234,2214.416438
-498.165114,592,2215.156623
-785.10296,358,2215.629385
-87.315913,76,2215.729965
-4061.474465,526,2216.39837
-179.624367,39,2216.44106
-232.091964,110,2216.597963
-83.185089,125,2216.742409
-868.937987,938,2217.93521
-663.791847,203,2218.216701
-548.892186,475,2218.836222
-728.623882,128,2218.986006
-3535.226929,396,2219.496187
-5735.082916,477,2220.102337
-1285.996871,415,2220.68461
-1659.76801,183,2220.896951
-1437.118242,159,2221.111891
-2896.608884,335,2221.553142
-1717.471929,476,2222.190666
-2006.445412,566,2222.926168
-1255.417604,221,2223.255222
-1268.237429,206,2223.510616
-65.304743,69,2223.614481
-88.986483,82,2223.723618
-495.725096,299,2224.109884
-1125.807632,382,2224.625914
-2928.150392,639,2225.454857
-443.997312,181,2225.693385
-42.718436,69,2225.792505
-4266.895109,581,2226.552289
-95.018606,132,2226.721369
-1677.443233,454,2227.333026
-2120.893163,368,2227.842061
-1299.667579,446,2228.418049
-515.599441,149,2228.614353
-1370.407991,499,2229.269826
-820.791741,302,2229.69358
-202.674303,107,2229.828552
-1444.385399,216,2230.097482
-50.42626,223,2230.410044
-5641.871535,580,2231.181109
-840.57307,259,2231.521733
-15.014036,47,2231.568738
-354.393145,115,2231.743803
-5614.85185,577,2232.475123
-365.603508,191,2232.749046
-1111.589538,499,2233.41072
-2707.723022,446,2233.969068
-2002.314441,235,2234.282772
-348.09456,188,2234.554229
-2720.188569,354,2235.012739
-650.112752,110,2235.156987
-1780.895882,258,2235.493679
-361.011246,135,2235.684115
-5833.577427,578,2236.446079
-421.884603,114,2236.62256
-331.377379,133,2236.782102
-93.358542,331,2237.208643
-412.258162,108,2237.357632
-1398.212177,164,2237.560844
-4357.404342,613,2238.375296
-163.78181,120,2238.534839
-931.186097,147,2238.725416
-204.649397,185,2238.994885
-736.438964,164,2239.189535
-533.948409,284,2239.564962
-3194.064047,601,2240.383392
-1458.980443,268,2240.736678
-2505.944628,221,2241.04724
-12.113908,37,2241.084715
-2299.520561,365,2241.583574
-1221.09392,288,2241.954029
-2245.451259,451,2242.572684
-1851.999329,450,2243.137127
-207.494686,105,2243.292466
-801.867955,328,2243.736277
-1412.234782,189,2243.980687
-3731.773875,462,2244.603748
-555.524098,251,2244.936286
-2979.511689,539,2245.637737
-894.259498,666,2246.583519
-1801.451604,788,2247.605729
-665.398894,309,2248.035265
-1328.800424,160,2248.251555
-1311.369547,339,2248.666726
-1042.088657,553,2249.415989
-493.025811,582,2250.161321
-316.71618,108,2250.323106
-506.021096,249,2250.6668
-68.663682,53,2250.764024
-1145.802259,254,2251.062945
-553.572252,305,2251.479431
-4213.435854,434,2252.037012
-2709.534939,413,2252.569926
-3820.698215,617,2253.39292
-1723.929245,504,2254.055602
-628.417304,521,2254.752167
-2428.502036,651,2255.602259
-4804.7473,544,2256.343817
-105.105593,147,2256.549352
-2786.572596,447,2257.120793
-74.289018,40,2257.205239
-2397.668558,632,2258.030831
-3148.689155,577,2258.811948
-1369.121481,359,2259.31394
-387.016727,183,2259.557164
-182.935729,117,2259.728725
-4110.394691,485,2260.377639
-12.232579,37,2260.434012
-2252.476439,193,2260.701752
-384.045443,176,2260.940759
-1478.515406,393,2261.47854
-1962.68162,167,2261.724901
-10.966888,34,2261.760529
-1008.563341,383,2262.288127
-194.572387,86,2262.384512
-234.301012,111,2262.551029
-175.749288,110,2262.699343
-3746.019156,455,2263.333803
-2790.362801,481,2264.00146
-5691.017187,423,2264.548514
-1856.43609,373,2265.071939
-1078.310017,420,2265.629484
-126.166079,71,2265.761065
-4034.588512,348,2266.198094
-1068.281735,384,2266.729607
-1283.239717,158,2266.959656
-352.850141,86,2267.059536
-540.189825,289,2267.451161
-2441.317699,418,2268.036977
-20.904085,44,2268.093546
1.0,1,2268.09543
-58.398927,241,2268.420341
-453.14064,168,2268.649785
-1575.903137,241,2268.984453
-131.23936,302,2269.385043
-2101.374813,375,2269.913166
-1006.327431,174,2270.180558
-1805.967267,364,2270.677215
-220.572906,206,2270.94832
-3868.098808,397,2271.489781
-1286.996422,364,2271.994677
-428.798053,155,2272.207963
-1342.561654,525,2272.915847
-10.082334,37,2272.987888
-321.930276,310,2273.401732
-382.248345,284,2273.780959
-770.921578,261,2274.134946
-735.383524,128,2274.325062
-595.882707,438,2274.927287
-14.891413,40,2274.987659
-1901.816773,375,2275.49363
-3375.082478,454,2276.146491
-959.765624,372,2276.670754
-292.541247,207,2276.927281
-1008.196264,183,2277.189609
-1629.037132,498,2277.881035
-1114.872861,503,2278.539925
-2857.237774,387,2279.092732
-3237.214422,575,2279.886704
-993.893215,210,2280.189457
-20.528276,44,2280.24276
-721.991695,441,2280.834619
-567.846002,457,2281.454201
-1795.085748,257,2281.814739
-2432.42681,544,2282.552598
-2916.379173,258,2282.917396
-393.414073,382,2283.443478
-89.097848,70,2283.563842
-1841.045385,312,2283.96569
-2270.208184,187,2284.24367
-748.735857,144,2284.429481
-767.925625,246,2284.772154
-1213.653663,348,2285.235156
-3080.598448,399,2285.799789
-1929.965703,421,2286.37152
-1418.503245,169,2286.584975
-3505.00519,347,2287.0687
-1413.875739,118,2287.227184
-4638.207955,520,2287.926379
-30.477075,210,2288.200015
-3599.002149,502,2288.894538
-217.31818,330,2289.350971
-1912.641241,442,2289.951955
-1728.26912,300,2290.374708
-2523.604904,243,2290.711475
-653.593364,241,2291.048752
-3882.796943,457,2291.690852
-3225.567608,608,2292.519278
-3999.267571,567,2293.273723
-5564.344243,583,2294.077535
-512.176883,217,2294.41894
-1373.063951,348,2294.858529
-69.627315,194,2295.143326
-93.46551,105,2295.280663
-3477.973992,389,2295.825615
-1815.071109,453,2296.430008
-1337.977776,151,2296.63569
-203.317665,143,2296.856814
-3066.403442,336,2297.290859
-526.722034,305,2297.730242
-605.392553,129,2297.886351
-445.184135,251,2298.192458
-2304.132813,192,2298.468188
-729.997903,126,2298.619487
-220.361896,225,2298.927699
-835.466169,231,2299.240627
-887.721357,257,2299.590829
-1076.680948,332,2300.022686
-2324.427339,314,2300.445006
-3534.556923,575,2301.190329
-410.247051,178,2301.423621
-172.690137,88,2301.563106
-3121.535813,368,2302.044807
-1084.543373,312,2302.449942
-601.599893,143,2302.658085
-5039.733948,513,2303.329572
-2469.682166,441,2303.906728
-1797.67353,530,2304.592735
-2583.850458,423,2305.148598
-1729.955638,523,2305.864533
-977.560454,164,2306.06379
-970.692346,235,2306.377471
-72.163389,66,2306.453218
-2617.327502,510,2307.125153
-960.078692,165,2307.345023
-2621.803256,617,2308.159063
-2427.134603,615,2308.981473
-2027.452963,318,2309.411249
-1628.778694,255,2309.745904
-2129.073814,533,2310.445673
-3339.4264,576,2311.250573
-6482.058977,572,2312.037329
-1576.570071,208,2312.285637
-2569.035041,513,2312.974497
-817.245296,144,2313.17752
-1185.425434,415,2313.722657
-3141.829211,594,2314.491419
-6481.844078,785,2315.533885
-489.47485,251,2315.89388
-262.869012,212,2316.189119
-367.427629,191,2316.460745
-2719.322909,442,2317.014714
-19.409393,45,2317.079312
-3048.284731,314,2317.507599
-413.004161,206,2317.757815
-12.858899,36,2317.830986
-804.78005,127,2317.991197
-3162.16928,336,2318.419792
-1123.956947,419,2318.979374
-388.576357,311,2319.381131
-1502.810759,423,2319.926701
-665.293289,390,2320.437267
-1791.696969,540,2321.18396
-1966.424749,438,2321.726788
-19.685149,46,2321.79311
-874.06755,199,2322.062555
-136.776378,206,2322.350961
-268.341581,273,2322.702269
-24.876036,158,2322.9129
-440.586663,161,2323.11063
-1010.749435,254,2323.45352
-206.48356,151,2323.643603
-1544.913053,377,2324.121205
-1347.325816,260,2324.458554
-208.342163,84,2324.590295
-1725.221967,261,2324.92094
-2426.990632,542,2325.598405
-99.480749,132,2325.76074
-1706.728924,328,2326.20571
-86.140055,296,2326.570778
-2679.101828,394,2327.063712
-1339.504099,276,2327.439089
-1555.785386,388,2327.930609
-2609.49393,298,2328.339768
-19.345915,46,2328.391642
-2811.84335,304,2328.7869
-2319.223125,471,2329.368635
-1424.065753,413,2329.891006
-2092.155788,327,2330.318361
-62.761191,66,2330.381308
-2528.941939,584,2331.136833
-1911.217743,418,2331.67796
-482.059977,151,2331.863564
-4340.518604,479,2332.483122
-608.71508,176,2332.736035
-2035.910406,264,2333.065535
-1510.95965,162,2333.245003
-30.492903,147,2333.443248
-354.501311,466,2334.054096
-1565.744955,406,2334.547261
-180.381546,338,2335.011222
-551.013111,308,2335.384872
-435.627745,232,2335.682955
-599.361786,221,2335.935851
-460.571576,204,2336.211832
1.0,1,2336.216025
-718.961975,328,2336.656477
-4932.814256,814,2337.67436
-1325.398649,146,2337.851053
-1636.881869,238,2338.148377
-93.090382,132,2338.328182
-411.767325,98,2338.448489
-3551.752738,341,2338.885124
-374.516932,388,2339.372146
-591.922265,281,2339.751697
-67.156277,24,2339.776024
-1094.852428,383,2340.284823
-1324.915403,240,2340.59589
1.0,1,2340.59858
-1040.777483,270,2340.933996
-369.282582,104,2341.061793
-988.963114,230,2341.342415
-74.23004,70,2341.46632
-3597.197147,396,2341.952666
-1555.966827,175,2342.174451
-316.642583,188,2342.444277
-813.026268,336,2342.882392
-1282.998411,416,2343.412515
-849.599975,184,2343.625186
-2667.97538,504,2344.269237
-960.790846,361,2344.745483
-1045.799193,374,2345.218736
-91.909369,135,2345.404008
-62.457862,22,2345.425573
-1853.22349,328,2345.843873
-1580.074923,296,2346.206385
-2232.148446,310,2346.620408
-292.735774,150,2346.819058
-5282.683751,493,2347.419686
-903.38649,191,2347.68953
-17.712232,102,2347.824081
-846.7887,223,2348.139007
-1468.6411,350,2348.552649
-2172.409658,332,2348.98685
-1570.598128,451,2349.547152
-1388.682791,138,2349.721248
-408.410017,436,2350.287679
-2332.875041,214,2350.574156
-910.182277,374,2351.016017
-60.002415,353,2351.489636
-56.119934,66,2351.581246
-173.722714,71,2351.661693
-404.385555,98,2351.799001
-1257.168393,570,2352.500093
-1090.826463,342,2352.95389
-232.33425,227,2353.243966
-4877.245351,630,2354.066122
-100.461352,232,2354.371482
-137.670098,94,2354.485917
-3195.962592,353,2354.931598
-1380.013821,229,2355.228579
-3860.270384,444,2355.781825
-3359.419498,603,2356.564068
-3652.828067,465,2357.171199
-233.367402,172,2357.36717
-156.720886,103,2357.515538
-349.002688,408,2358.021281
-2762.557322,417,2358.54991
-26.082283,175,2358.795328
-321.871732,115,2358.930593
-1353.730445,300,2359.301281
-757.904759,517,2359.955708
-1672.074266,186,2360.191448
-723.165886,388,2360.703455
-2073.358688,577,2361.445404
-504.934398,569,2362.208908
-1447.1851,384,2362.698359
-484.187703,119,2362.862015
-102.785244,245,2363.193237
-154.624324,98,2363.334108
-164.573973,239,2363.650772
-123.874457,214,2363.94491
-2167.330993,429,2364.487541
-64.842768,214,2364.783991
-2293.657562,368,2365.248205
-2299.925551,531,2365.983465
-1087.310311,235,2366.267834
-1602.979144,715,2367.210161
-1384.453893,192,2367.475687
-3154.888566,417,2368.020421
-1958.983204,284,2368.392476
-712.405799,335,2368.860226
-446.994544,278,2369.213894
-2748.498275,348,2369.678354
-398.001348,533,2370.368354
-902.258486,263,2370.711515
-1023.615195,348,2371.170711
-2356.451043,493,2371.814998
-369.922498,96,2371.950788
-14.474589,43,2371.99305
-1973.959468,420,2372.577369
-1329.015084,510,2373.250642
-303.323323,412,2373.776569
-5684.072167,560,2374.575583
1.0,1,2374.580383
-1643.479518,679,2375.505192
-162.287674,151,2375.683458
-1348.004401,410,2376.229861
-1477.227495,334,2376.678803
-4354.618326,666,2377.557479
-1009.910964,307,2377.950285
-10.52142,67,2378.046058
-1140.064024,175,2378.273343
-1149.738919,281,2378.630012
-2151.798842,442,2379.240757
-71.956974,66,2379.308052
-618.501439,229,2379.6167
-4318.094209,532,2380.31597
-2721.239204,756,2381.312048
-3218.578415,497,2381.977948
-655.362435,405,2382.494544
-553.813148,505,2383.190697
-3099.478521,492,2383.84394
-1772.50759,296,2384.225284
-128.842549,351,2384.680104
-1876.909503,509,2385.347287
-3125.31357,504,2386.016155
-404.252961,97,2386.170011
-1097.245406,608,2386.940474
-143.922114,86,2387.064677
-168.834624,104,2387.215107
-318.017838,204,2387.466239
-1134.303291,391,2387.99539
-2730.236211,508,2388.678296
-918.924331,681,2389.573223
-1840.191077,265,2389.924096
-4076.904205,456,2390.503647
-795.002302,132,2390.688266
-1771.258056,571,2391.457177
-2266.580225,327,2391.889987
-672.00195,338,2392.321717
-1391.65435,389,2392.829524
-4177.686685,369,2393.306857
-319.03911,260,2393.663582
-1675.293433,193,2393.928114
-645.054514,249,2394.255333
-154.434406,34,2394.290648
-1099.284889,328,2394.717698
-3859.341713,515,2395.402019
-218.719373,240,2395.718154
-1616.279319,495,2396.398971
-617.739146,180,2396.667988
-697.082264,335,2397.077876
-163.383868,100,2397.205491
-967.200258,312,2397.62586
-53.362701,77,2397.738441
-969.955764,357,2398.202233
-1289.167884,449,2398.794615
-1528.48233,263,2399.139288
-923.844715,407,2399.706225
-2731.152357,375,2400.169813
-353.827998,122,2400.34481
-740.247633,135,2400.508249
-1592.347762,608,2401.316031
-5127.672432,596,2402.127185
-590.14129,273,2402.480795
-1845.199765,456,2403.098821
-2719.331684,451,2403.655737
-4402.348437,647,2404.53549
-886.012755,327,2404.985673
-2701.050608,431,2405.534643
-1670.252103,370,2406.034165
-2477.172767,673,2406.913435
-5350.434186,536,2407.625965
-128.896004,74,2407.732771
-750.890556,146,2407.931906
-674.241875,265,2408.284693
-1704.203639,228,2408.5936
-765.964222,430,2409.139574
-165.191537,217,2409.443608
1.0,1,2409.446675
-1572.859644,526,2410.121241
-718.745191,400,2410.652336
-1593.222396,389,2411.169599
-17.60045,109,2411.322251
-2350.232109,352,2411.780547
-1815.532813,999,2413.097468
-1493.838029,307,2413.501649
-3332.059059,485,2414.13352
-1326.662959,305,2414.532159
-1169.410898,617,2415.347903
-1565.178696,412,2415.877269
-678.811177,271,2416.239914
-1321.35325,389,2416.741845
-1901.446029,417,2417.330187
-762.423707,316,2417.753559
-134.531893,101,2417.88778
1.0,1,2417.889713
-1035.97206,265,2418.234029
-1246.705826,444,2418.848252
-594.742432,223,2419.104563
-552.707233,270,2419.455242
-373.927965,378,2419.96097
-1084.473509,289,2420.35839
-176.821055,77,2420.443063
-3316.828592,610,2421.262399
-1586.797649,519,2421.94625
-1784.311982,483,2422.596196
-1238.373864,371,2423.067772
-2372.197234,890,2424.253732
-732.450695,423,2424.78868
-291.3205,540,2425.515375
-288.653973,118,2425.676077
-361.500528,394,2426.18585
-943.56719,141,2426.370783
-791.982286,378,2426.871692
-1273.040298,600,2427.65629
-127.583872,71,2427.752444
-558.129339,466,2428.389761
-350.445789,267,2428.743553
-1662.155634,348,2429.204959
-2604.167167,587,2430.008565
-480.175651,349,2430.499102
-2425.50566,418,2431.05628
-45.515459,282,2431.449287
-555.815811,175,2431.676214
-3189.72904,536,2432.402142
-57.119781,102,2432.540598
-761.476845,432,2433.089751
-973.807136,303,2433.516571
-2859.429122,605,2434.302455
-1935.35127,472,2434.914585
-365.430516,117,2435.067028
-702.604761,289,2435.450049
-1288.120016,409,2436.011065
-1624.315939,314,2436.407331
-1579.575872,297,2436.792106
-2154.641834,521,2437.49
-1013.690888,350,2437.95449
-128.545018,36,2437.99159
-14.575959,42,2438.061727
-978.08091,534,2438.776504
-3099.652881,572,2439.520057
-633.699717,760,2440.520835
-493.643866,502,2441.189524
-1395.459354,278,2441.5498
-2817.060998,582,2442.334898
-4118.627039,623,2443.208516
-1828.486689,511,2443.910094
-725.377378,782,2444.964548
-52.697137,22,2444.991784
-133.816107,30,2445.022753
-3096.963291,545,2445.786108
-1268.060544,495,2446.440329
-499.497322,241,2446.786191
-1294.187413,411,2447.377841
-1046.263827,276,2447.74629
-55.458751,21,2447.769779
-419.992983,385,2448.311713
-1388.052655,317,2448.723733
-54.065147,21,2448.77781
-470.900685,202,2449.038838
-200.572957,241,2449.378798
-2095.117593,422,2449.94069
-2382.729265,444,2450.554536
-193.885825,171,2450.79657
-49.068454,146,2450.991056
-1473.506094,397,2451.522641
-1787.032906,333,2451.982085
-362.601836,535,2452.719169
-3322.689194,488,2453.408128
-3024.145516,428,2453.990769
-3821.433307,429,2454.587062
-60.429505,70,2454.674244
-2003.819428,258,2455.029201
-473.273389,323,2455.490185
-2257.441654,704,2456.432612
-380.493775,144,2456.62433
-2001.373598,593,2457.431618
-129.48805,32,2457.481226
-1696.294715,262,2457.842264
-2054.538705,481,2458.490376
-466.087326,342,2458.986806
-940.343202,339,2459.421849
-626.009744,227,2459.741595
-292.897759,112,2459.892964
-3028.791154,462,2460.540375
-555.349711,118,2460.718613
-4563.847478,604,2461.516768
-4475.337339,588,2462.338388
-610.89744,195,2462.5927
-1445.764263,395,2463.120377
-535.058431,176,2463.389401
-525.276979,241,2463.720114
-83.47784,31,2463.75291
-135.869205,96,2463.881212
-985.117427,346,2464.339676
-2870.602437,250,2464.687022
-54.10326,61,2464.788073
-1918.171595,379,2465.287068
-2220.275198,488,2465.968561
-2001.318786,232,2466.261196
-1706.297535,701,2467.241391
-139.679673,380,2467.775661
-1487.331527,373,2468.27483
-132.046235,41,2468.328491
-1013.959252,255,2468.682851
-2704.147052,358,2469.180694
-1125.227898,333,2469.606635
-2363.778604,546,2470.377748
-3380.671606,477,2471.003503
-11.521825,39,2471.076774
-755.024558,179,2471.320687
-1152.340893,393,2471.85656
-463.790715,194,2472.129404
-910.561797,135,2472.327848
-11.526894,45,2472.373671
-3811.543259,492,2473.062022
-672.851786,453,2473.704194
-1914.660402,415,2474.267866
-2062.571825,380,2474.793785
-744.820591,121,2474.947426
-5133.780033,479,2475.582395
-979.661293,249,2475.946802
-84.691653,32,2476.011732
-3747.03843,543,2476.734102
-2564.903488,456,2477.346184
-370.584839,121,2477.503601
-1389.515512,192,2477.777791
-2117.17514,264,2478.125896
-3281.037953,326,2478.560707
-868.063586,298,2478.94063
-4896.391218,540,2479.653598
-555.616301,120,2479.823122
-1739.881472,242,2480.143587
-382.133141,160,2480.336795
-2997.575005,377,2480.845203
-972.099004,199,2481.129802
-2970.751046,604,2481.888839
-201.08261,99,2482.023632
-590.996294,281,2482.412185
-470.637128,244,2482.735217
-127.642903,72,2482.836338
-3290.012614,439,2483.415613
-2112.131473,373,2483.901005
-1107.525927,325,2484.356168
-10.560131,46,2484.40327
-511.022017,161,2484.605398
-5021.103526,494,2485.255819
-271.130884,168,2485.471123
-2600.885676,311,2485.88866
-713.828428,331,2486.325532
-576.407788,139,2486.528469
-43.321625,289,2486.895176
-22.218463,47,2486.95357
-1002.667615,193,2487.218011
-2321.931126,214,2487.493038
-15.037703,42,2487.564432
-3139.69051,465,2488.157533
-880.411301,166,2488.407094
-111.713919,448,2488.983626
-877.44855,308,2489.456148
-635.503296,174,2489.683964
-1653.782738,447,2490.259942
-396.523559,330,2490.709067
-533.935486,119,2490.854932
-301.872014,90,2491.003103
-1703.688516,341,2491.431949
-730.830971,276,2491.790978
-2106.947602,409,2492.366005
-885.829968,222,2492.630814
-1088.309074,395,2493.148292
-143.959239,99,2493.287372
-217.648562,286,2493.66189
-3682.156117,318,2494.099566
-1655.747697,403,2494.612168
-414.114157,123,2494.788411
-1775.816704,381,2495.27516
-4161.567837,565,2496.02161
-544.300562,319,2496.456359
-1019.938702,216,2496.761833
-2118.5853,408,2497.303897
-1653.54814,387,2497.796088
-1366.436817,184,2498.040088
-1031.591868,333,2498.478985
-2536.992933,312,2498.884387
-3487.250171,580,2499.646729
-361.919618,359,2500.093718
-554.60084,308,2500.470493
-71.406334,63,2500.590371
-325.221916,316,2500.980035
-619.671994,228,2501.283328
-783.71943,153,2501.456212
-4440.318844,623,2502.269735
-576.639379,240,2502.581472
-1012.135087,194,2502.803332
-3997.536329,523,2503.484367
-264.91064,431,2504.060101
-960.335517,481,2504.65692
-10.754192,40,2504.733112
-60.958233,67,2504.796144
-1780.856765,390,2505.283719
-688.073401,346,2505.743419
-1912.474298,601,2506.50531
-1040.334254,301,2506.87799
-1596.485621,347,2507.357429
-2649.977573,513,2508.004908
-590.001424,118,2508.145505
-1128.371838,349,2508.588387
-1728.062663,304,2508.995289
-2081.927946,377,2509.457029
-1234.760244,526,2510.130917
-375.817239,98,2510.285248
-460.002713,247,2510.599452
-63.186138,24,2510.623819
-1764.110668,325,2511.017994
-642.08265,153,2511.222078
-4952.008773,560,2511.946129
-191.187726,137,2512.132193
-882.884958,248,2512.45272
-2469.474931,224,2512.745459
-39.225272,160,2512.923721
-1360.455213,482,2513.556201
-2509.132743,480,2514.141832
-790.691373,255,2514.464664
-10.627886,40,2514.5316
-274.167449,123,2514.70303
-1800.346298,386,2515.181969
-287.189455,135,2515.368723
-188.452809,78,2515.442996
-3861.232313,488,2516.079016
-29.013838,58,2516.164047
-3730.905784,505,2516.804345
-1818.807944,269,2517.139523
-3154.338808,576,2517.886776
-3140.088592,396,2518.382548
-480.411255,355,2518.851863
-1338.733101,259,2519.178926
-55.700109,60,2519.263749
-71.656928,106,2519.377266
-1208.996443,252,2519.695289
-59.655575,183,2519.949431
-1290.041005,219,2520.213013
-571.404377,126,2520.373695
-852.765187,165,2520.597935
-2110.954718,222,2520.861132
-10.840221,44,2520.931726
1.0,1,2520.933335
